"id","estimate_id","quantity","mfr_no","part_no","description","cost","price","pass2"
105489,23312022,1,,,"Oil filter",2.99,8.00,0
105490,23312023,1,,,"Oil filter",2.99,8.00,0
105491,23312024,0,,,"0",0.00,0.00,0
105492,23312025,1,,,"NEW engine - under warranty",0.00,0.00,0
105493,23312026,1,,,"Re-circulation actuator",45.90,87.95,0
105494,23312026,,,,,,,0
105495,2332027,1,,,"Spark plugs",,95.70,0
105496,2332027,1,,,"Intake gaskets",,33.82,0
105497,2332027,1,,,"Oil filter",2.99,8.00,0
105498,23312026,,,,,,,0
105499,23312021,,,,,,,0
105500,2332028,0,,,,0.00,0.00,0
105501,2332029,0,,,,0.00,0.00,0
105502,2331047,,,,,,,0
105503,2331048,,,,,,,0
105504,2331049,,,,,,,0
105505,2331051,,,,,,,0
105506,2331052,,,,,,,0
105507,2331053,,,,,,,0
105508,2331054,,,,,,,0
105509,2331055,,,,,,,0
105510,2331056,,,,,,,0
105511,2331057,,,,,,,0
105512,2331058,,,,,,,0
105513,2331059,,,,,,,0
105514,2331060,,,,,,,0
105515,2331060,,,,,,,0
105516,2331100,,,,,,,0
105517,23300064,,,,,,,0
105518,23300061,,,,,,,0
105519,23300062,,,,,,,0
105520,23300063,,,,,,,0
105521,23300064,,,,,,,0
105522,23300065,,,,,,,0
105523,23300065,,,,,,,0
105524,23300070,,,,,,,0
105525,23300071,,,,,,,0
105526,23300071,,,,,,,0
105527,23300072,,,,,,,0
105528,23300073,,,,,,,0
105529,23300074,,,,,,,0
105530,23300076,,,,,,,0
105531,23300077,,,,,,,0
105532,23300078,,,,,,,0
105533,23300079,,,,,,,0
105534,23300080,,,,,,,0
105535,23300081,,,,,,,0
105536,23300082,,,,,,,0
105537,23300083,,,,,,,0
105538,23300084,,,,,,,0
105539,23300085,,,,,,,0
105540,23300086,,,,,,,0
105541,23300087,,,,,,,0
105542,23300088,,,,,,,0
105543,23300089,,,,,,,0
105544,23300090,,,,,,,0
105545,23300091,,,,,,,0
105546,23300092,,,,,,,0
105547,23300095,,,,,,,0
105548,23300096,,,,,,,0
105549,23300097,,,,,,,0
105550,23300098,,,,,,,0
105551,23300099,,,,,,,0
105552,23300100,,,,,,,0
105553,23300101,,,,,,,0
105554,23300101,,,,,,,0
105555,23300102,,,,,,,0
105556,23300103,,,,,,,0
105557,23300104,,,,,,,0
105558,23300105,,,,,,,0
105559,23300106,,,,,,,0
105560,23300107,,,,,,,0
105561,23300108,,,,,,,0
105562,23300110,,,,,,,0
105563,23301112,,,,,,,0
105564,23301113,,,,,,,0
105565,23301114,,,,,,,0
105566,23301115,,,,,,,0
105567,23301116,,,,,,,0
105568,23301117,,,,,,,0
105569,23301118,,,,,,,0
105570,23301119,,,,,,,0
105571,23311123,,,,,,,0
105572,23301119,,,,,,,0
105573,23311123,,,,,,,0
105574,23301119,,,,,,,0
105575,23311124,,,,,,,0
105576,23311125,,,,,,,0
105577,23311126,,,,,,,0
105578,23311127,,,,,,,0
105579,23311128,,,,,,,0
105580,23311129,,,,,,,0
105581,23311130,,,,,,,0
105582,23311131,,,,,,,0
105583,23311132,,,,,,,0
105584,23311133,,,,,,,0
105585,23311134,,,,,,,0
105586,23311135,,,,,,,0
105587,23311137,,,,,,,0
105588,23311138,,,,,,,0
105589,23311139,,,,,,,0
105590,23311140,,,,,,,0
105591,23311141,,,,,,,0
105592,23311142,,,,,,,0
105593,2333030,1,,,"Timing belt and water pump kit",261.09,401.95,0
105594,2333030,1,,,"Serpentine belt",34.11,56.11,0
105595,2333031,1,,,"Front shocks",147.56,273.42,0
105596,2333031,,,,,,,0
105597,23330323,1,,,"Front brake pads and rotors",220.00,318.91,0
105598,23330323,1,,,"Oil filter",2.99,8.00,0
105599,23330323,,,,,,,0
105600,2330324,1,,,"Brake position sensor",15.54,24.22,0
105601,2344003,,,,,,,0
105602,2340041,,,,,,,0
105603,2330325,1,,,"Knock sensor",72.00,126.00,0
105604,2330325,1,,,"Intake gasket",65.00,114.40,0
105605,2330326,1,,,"A/c accumulator/drier, freon",81.03,133.70,0
105606,2330326,,,,,,,0
105607,2330326,,,,,,,0
105608,2330327,1,,,"Oil filter",2.99,8.00,0
105609,2330328,1,,,"Oil filter",2.99,8.00,0
105610,2330329,1,,,"Oil filter",2.99,8.00,0
105611,2330330,1,,,"Converter",515.29,957.90,0
105612,2330330,1,,,"Oxygen sensor (right rear)",60.58,111.60,0
105613,2330331,1,,,"Charcoal cannister",356.00,492.80,0
105614,2330332,1,,,"Alternator",226.52,421.33,0
105615,2330332,1,,,"Serpentine belt and idler pulley",59.79,111.21,0
105616,2330333,1,,,"Leak detection pump",48.96,80.00,0
105617,2330334,0,,,,0.00,0.00,0
105618,2360929,,,,,,,0
105619,2330333,,,,,,,0
105620,2330333,,,,,,,0
105621,2330332,,,,,,,0
105622,2330330,,,,,,,0
105623,2330329,,,,,,,0
105624,2330328,,,,,,,0
105625,2330327,,,,,,,0
105626,2330326,,,,,,,0
105627,2330325,,,,,,,0
105628,2330324,,,,,,,0
105629,2330331,,,,,,,0
105630,2331166,,,,,,,0
105631,2330335,1,,,"Oil filter",2.99,8.00,0
105632,185159,,,,,,,0
105633,2330336,0,,,,0.00,0.00,0
105634,2330336,,,,,,,0
105635,2330337,0,,,,0.00,0.00,0
105636,2330338,1,,,"Oil cooler housing",300.96,453.84,0
105637,2330338,1,,,"Thermostat housing, coolant",42.00,70.00,0
105638,2330338,1,,,"Oil filter",2.99,8.00,0
105639,2330338,,,,,,,0
105640,2330339,1,,,"Oil filter",2.99,8.00,0
105641,235014,,,,,,,0
105642,2330340,1,,"67674","Oil filter",2.99,8.00,0
105643,2330341,1,,,"Oil filter",2.99,8.00,0
105644,2330343,1,,,"Front brake pads and rotors",150.41,250.41,0
105645,23311199,,,,,,,0
105646,2330344,1,,,"Rear shocks",77.15,135.78,0
105647,2330345,1,,,"Front brake pads and rotors",,173.15,0
105648,2330345,1,,,"Rear brake pads and rotors",,151.91,0
105649,2330345,1,,,"Right front caliper and brake hose, fluid",,159.04,0
105650,2330345,1,,,"P:ower steering cooler line",51.27,77.95,0
105651,2330345,,,,,,,0
105652,2330345,,,,,,,0
105653,2343910,,,,,,,0
105654,2330346,1,,,"Oil filter",2.99,8.00,0
105655,2330347,1,,,"Oil filter",2.99,8.00,0
105656,2330347,1,,,"Rear brake pads",32.95,58.00,0
105657,2330347,1,,,"Wiper blades",4.80,12.00,0
105658,2330348,1,,,"High and low pressure valves",6.00,10.56,0
105659,2330349,0,,,,0.00,0.00,0
105660,2330350,1,,,"Starter",209.90,349.24,0
105661,2330351,1,,,"Converter, gaskets (driver side)",376.34,660.00,0
105662,2330351,,,,,,,0
105663,2330352,1,,,"Spark plugs",53.94,95.75,0
105664,2330352,1,,,"Intake gasket",39.48,55.44,0
105665,2330352,,,,,,,0
105666,2330352,,,,,,,0
105667,2330352,1,,"WL61042","Oil filter",2.99,8.00,0
105668,2350859,,,,,,,0
105669,2330352,,,,,,,0
105670,2330352,,,,,,,0
105671,2330353,1,,,"Fuel pump",144.00,244.00,0
105672,2330353,0,,,"0",0.00,0.00,0
105673,2330353,,,,,,,0
105674,2330353,1,,,"New battery - under warranty",0.00,0.00,0
105675,2330354,0,,,,0.00,0.00,0
105676,2330355,1,,,"Intake manifold",224.95,376.65,0
105677,2330355,1,,,,,,0
105678,2330356,0,,,,0.00,0.00,0
105679,2330357,1,,,"Steering damper",40.07,70.52,0
105680,2330357,1,,,"Brake lines, fluid",50.00,85.00,0
105681,2330358,0,,,,0.00,0.00,0
105682,2330359,1,,,"Mass air flow sensor",47.91,87.10,0
105683,2330359,1,,,"Oil filter",2.99,8.00,0
105684,2331548,,,,,,,0
105685,2331559,,,,,,,0
105686,2331559,,,,,,,0
105687,2331557,,,,,,,0
105688,2331556,,,,,,,0
105689,2331553,,,,,,,0
105690,2331551,,,,,,,0
105691,2331552,,,,,,,0
105692,2331553,,,,,,,0
105693,2331550,,,,,,,0
105694,2332003,,,,,,,0
105695,2332004,,,,,,,0
105696,2332005,,,,,,,0
105697,2332006,,,,,,,0
105698,2332000,,,,,,,0
105699,2330018,,,,,,,0
105700,2330021,,,,,,,0
105701,2330016,,,,,,,0
105702,2330017,,,,,,,0
105703,2330026,,,,,,,0
105704,2330030,,,,,,,0
105705,2330031,,,,,,,0
105706,2330032,,,,,,,0
105707,2330033,,,,,,,0
105708,2330028,,,,,,,0
105709,2330029,,,,,,,0
105710,2330033,,,,,,,0
105711,233033,,,,,,,0
105712,233034,,,,,,,0
105713,233035,,,,,,,0
105714,2330034,,,,,,,0
105715,2331001,,,,,,,0
105716,2330360,1,,,"#5 and #6 ignition coils",145.98,224.57,0
105717,2330361,1,,,"Water pump, coolant",478.87,642.10,0
105718,2330361,1,,,"Oil filter",2.99,8.00,0
105719,2330361,1,,,"High pressure fuel pump",0.00,0.00,0
105720,2330362,1,,,"Power steering pump",151.88,281.09,0
105721,2330362,1,,,"Left front headlight",6.49,15.00,0
105722,2330363,1,,,"Oil filter",2.99,8.00,0
105723,2332001,,,,,,,0
105724,2332002,,,,,,,0
105725,2331015,,,,,,,0
105726,2331025,,,,,,,0
105727,2331023,,,,,,,0
105728,2331022,,,,,,,0
105729,2331021,,,,,,,0
105730,2331039,,,,,,,0
105731,2331042,,,,,,,0
105732,2331045,,,,,,,0
105733,2331317,,,,,,,0
105734,2331315,,,,,,,0
105735,2331314,,,,,,,0
105736,2331313,,,,,,,0
105737,2331316,,,,,,,0
105738,2331347,,,,,,,0
105739,2331317,,,,,,,0
105740,2331312,,,,,,,0
105741,2331315,,,,,,,0
105742,2331320,,,,,,,0
105743,2331334,,,,,,,0
105744,2331335,,,,,,,0
105745,2331337,,,,,,,0
105746,2331338,,,,,,,0
105747,2331339,,,,,,,0
105748,2331340,,,,,,,0
105749,2331341,,,,,,,0
105750,2331342,,,,,,,0
105751,2331343,,,,,,,0
105752,2331344,,,,,,,0
105753,2331360,,,,,,,0
105754,2331361,,,,,,,0
105755,2331358,,,,,,,0
105756,2331369,,,,,,,0
105757,2331366,,,,,,,0
105758,2331367,,,,,,,0
105759,2331482,,,,,,,0
105760,2331484,,,,,,,0
105761,2331496,,,,,,,0
105762,2331495,,,,,,,0
105763,2331494,,,,,,,0
105764,2331493,,,,,,,0
105765,2331492,,,,,,,0
105766,2331491,,,,,,,0
105767,2331490,,,,,,,0
105768,2331489,,,,,,,0
105769,2331488,,,,,,,0
105770,2331487,,,,,,,0
105771,2331486,,,,,,,0
105772,2331485,,,,,,,0
105773,2331484,,,,,,,0
105774,2331496,,,,,,,0
105775,2331489,,,,,,,0
105776,2331489,,,,,,,0
105777,2331499,,,,,,,0
105778,2331500,,,,,,,0
105779,2331501,,,,,,,0
105780,2331502,,,,,,,0
105781,2331503,,,,,,,0
105782,2331504,,,,,,,0
105783,2331505,,,,,,,0
105784,2331506,,,,,,,0
105785,2331507,,,,,,,0
105786,2331508,,,,,,,0
105787,2331509,,,,,,,0
105788,2331510,,,,,,,0
105789,2331511,,,,,,,0
105790,2331512,,,,,,,0
105791,2331513,,,,,,,0
105792,2331514,,,,,,,0
105793,2331515,,,,,,,0
105794,2331516,,,,,,,0
105795,2331498,,,,,,,0
105796,23300051,,,,,,,0
105797,23300052,,,,,,,0
105798,23300053,,,,,,,0
105799,23300054,,,,,,,0
105800,23300055,,,,,,,0
105801,23300056,,,,,,,0
105802,23300057,,,,,,,0
105803,23300058,,,,,,,0
105804,23300060,,,,,,,0
105805,23300061,,,,,,,0
105806,23300062,,,,,,,0
105807,23300062,,,,,,,0
105808,23300068,,,,,,,0
105809,23159,,,,,,,0
105810,2330111,,,,,,,0
105811,2330112,,,,,,,0
105812,2330110,,,,,,,0
105813,23300101,,,,,,,0
105814,23300102,,,,,,,0
105815,23311144,,,,,,,0
105816,23311138,,,,,,,0
105817,23311147,,,,,,,0
105818,23300050,,,,,,,0
105819,23300052,,,,,,,0
105820,2330370,1,,,"Serpentine belt and idler pulley",111.26,195.82,0
105821,2330369,0,,,,0.00,0.00,0
105822,2330371,1,,,"Oil filter",2.99,8.00,0
105823,2330371,1,,,"Air filter",6.79,15.95,0
105824,2330371,,,,,,,0
105825,2330371,,,,,,,0
105826,2330371,,,,,,,0
105827,2330372,1,,,"Water pump, antifreeze",52.00,88.99,0
105828,2330372,1,,,"Left front hub assembly",98.98,152.69,0
105829,2330372,1,,,"Oil filter",2.99,8.00,0
105830,2346125,,,,,,,0
105831,2330373,1,,,"Oil filter",2.99,8.00,0
105832,2330374,1,,,"Oil filter",2.99,8.00,0
105833,2330375,,,,"Water pump and component kit",190.00,328.00,0
105834,2330376,1,,,"Oil filter",2.99,8.00,0
105835,2330377,1,,,"Oil filter",2.99,8.00,0
105836,2330377,1,,,"Air filter",12.00,20.00,0
105837,2330377,,,,,,,0
105838,2330378,1,,,"Fuel pump",299.09,403.26,0
105839,2330379,1,,,"Left rear axle",278.95,489.65,0
105840,2330379,1,,,"Differential grease and gasket",25.00,30.00,0
105841,2330379,,,,,,,0
105842,2330380,1,,,"Oil filter",2.99,8.00,0
105843,2330380,,,,,,,0
105844,2330380,,,,,,,0
105845,2330381,1,,,"Driver side window regulator",79.98,145.75,0
105846,2330382,1,,,"Oil filter",2.99,8.00,0
105847,2330383,1,,,"Spark plugs",71.92,126.00,0
105848,2330383,,,,,,,0
105849,2330384,1,,,"Oil filter",2.99,8.00,0
105850,2330385,0,,,,0.00,0.00,0
105851,2330375,,,,,,,0
105852,2330376,,,,,,,0
105853,2330377,,,,,,,0
105854,2330378,,,,,,,0
105855,2330379,,,,,,,0
105856,2330380,,,,,,,0
105857,2330379,,,,,,,0
105858,2330378,,,,,,,0
105859,2330375,,,,,,,0
105860,2330374,,,,,,,0
105861,2330373,,,,,,,0
105862,2330372,,,,,,,0
105863,2330371,,,,,,,0
105864,2330370,,,,,,,0
105865,2330369,,,,,,,0
105866,2330363,,,,,,,0
105867,2330362,,,,,,,0
105868,2330361,,,,,,,0
105869,2330360,,,,,,,0
105870,2330359,,,,,,,0
105871,2330358,,,,,,,0
105872,2330357,,,,,,,0
105873,2330356,,,,,,,0
105874,2330355,,,,,,,0
105875,2330354,,,,,,,0
105876,2330353,,,,,,,0
105877,2330352,,,,,,,0
105878,2330351,,,,,,,0
105879,2330350,,,,,,,0
105880,2330348,,,,,,,0
105881,2330347,,,,,,,0
105882,2330386,1,,,"Serpentine belt",38.85,68.37,0
105883,2330386,1,,,"Spark plugs",41.22,72.54,0
105884,2330386,1,,,"Air filter",7.93,13.95,0
105885,2330386,1,,,"Fuel filter",30.65,53.94,0
105886,2330386,1,,,"Water pump, coolant",92.58,162.94,0
105887,2330386,,,,,,,0
105888,2330386,,,,,,,0
105889,2330387,0,,,,0.00,0.00,0
105890,2330387,0,,,,0.00,0.00,0
105891,2330386,,,,,,,0
105892,2330387,,,,,,,0
105893,2331000,,,,,,,0
105894,23311201,,,,,,,0
105895,23311202,,,,,,,0
105896,23311203,,,,,,,0
105897,23311204,0,,,,0.00,0.00,0
105898,23311204,,,,,,,0
105899,23312012,,,,,,,0
105900,23311202,,,,,,,0
105901,23311200,,,,,,,0
105902,23311199,,,,,,,0
105903,23311198,,,,,,,0
105904,23311197,,,,,,,0
105905,23311196,,,,,,,0
105906,23311195,,,,,,,0
105907,23311148,,,,,,,0
105908,23311149,,,,,,,0
105909,23311150,,,,,,,0
105910,23311151,,,,,,,0
105911,23311152,,,,,,,0
105912,23311153,0,,,,0.00,0.00,0
105913,23311153,,,,,,,0
105914,23311154,,,,,,,0
105915,23311153,,,,,,,0
105916,23311152,,,,,,,0
105917,23311151,,,,,,,0
105918,23311150,,,,,,,0
105919,23311158,,,,,,,0
105920,23311151,,,,,,,0
105921,23311155,,,,,,,0
105922,23311162,,,,,,,0
105923,23311162,,,,,,,0
105924,2330388,1,,,"Oil filter",2.99,8.00,0
105925,2330388,1,,,"Wiper blades",,12.00,0
105926,2344743,,,,,,,0
105927,2340236,,,,,,,0
105928,2334744,1,,,"2 tires 195/65/15 91H",162.00,192.00,0
105929,2334745,0,,,,0.00,0.00,0
105930,2334746,1,,,"Shift cable at transmission side",85.00,125.45,0
105931,2334746,1,,,"Front brake pads and rotors",130.94,202.74,0
105932,2334746,,,,,,,0
105933,2334746,,,,,,,0
105934,2334746,,,,,,,0
105935,2334747,1,,,"Alternator",232.52,382.52,0
105936,2331060,,,,,,,0
105937,2331060,,,,,,,0
105938,198834,,,,,,,0
105939,2326056,1,,,"Air filtter",14.18,24.95,0
105940,2334749,1,,,"Air filter",10.99,24.95,0
105941,2334749,1,,,"Pvc valve",17.33,23.56,0
105942,2334749,1,,,"2 quarts of oil",6.00,12.00,0
105943,198099,,,,,,,0
105944,2334750,1,,,"Left front hub assembly",94.98,172.69,0
105945,2334749,,,,,,,0
105946,2334747,,,,,,,0
105947,2334746,,,,,,,0
105948,2334746,,,,,,,0
105949,2334745,,,,,,,0
105950,2334744,,,,,,,0
105951,23311160,,,,,,,0
105952,23311159,,,,,,,0
105953,23311161,,,,,,,0
105954,23311185,,,,,,,0
105955,23311186,,,,,,,0
105956,23311187,,,,,,,0
105957,23311189,,,,,,,0
105958,23311190,,,,,,,0
105959,23311191,,,,,,,0
105960,23311192,,,,,,,0
105961,23311193,,,,,,,0
105962,23311203,,,,,,,0
105963,23311202,,,,,,,0
105964,23311201,,,,,,,0
105965,23311200,,,,,,,0
105966,2332029,,,,,,,0
105967,2332029,,,,,,,0
105968,2330344,,,,,,,0
105969,2330344,,,,,,,0
105970,2330344,,,,,,,0
105971,2330343,,,,,,,0
105972,2330347,,,,,,,0
105973,2330347,,,,,,,0
105974,2330369,,,,,,,0
105975,2330370,,,,,,,0
105976,2330363,,,,,,,0
105977,2330371,,,,,,,0
105978,2330372,,,,,,,0
105979,2330373,,,,,,,0
105980,2330373,,,,,,,0
105981,2334751,1,,,"Oil filter",2.99,8.00,0
105982,2334752,1,,,"Front brake pads and rotors",153.05,299.46,0
105983,2334752,1,,,"Rear brake pads and rotors",129.00,239.46,0
105984,2334752,1,,"WL610255","Oil filter",2.99,8.00,0
105985,2334752,1,,,"Air filter",10.29,22.95,0
105986,2334753,0,,,,0.00,0.00,0
105987,2326056,,,,,,,0
105988,2326957,,,,,,,0
105989,2323576,,,,,,,0
105990,2334754,0,"0",,"0",0.00,0.00,0
105991,2334755,1,,"61516","Oil filter",2.99,8.00,0
105992,2334756,1,,,"Oil filter",2.99,8.00,0
105993,2334757,0,,,,,0.00,0
105994,2334757,,,,,,,0
105995,2334758,0,,,"0",0.00,0.00,0
105996,2334759,1,,,"2 front hub assemblies",425.96,624.00,0
105997,2343222,,,,,,,0
105998,2334760,1,,,"Intake manifold runner bushings",11.00,32.88,0
105999,2350065,,,,,,,0
106000,2334761,1,,,"Evap purge valve",40.96,72.09,0
106001,2334762,1,,,"Oil filter",2.99,8.00,0
106002,2334762,1,,,"Wiper blades",20.00,33.48,0
106003,2343305,,,,,,,0
106004,2334763,1,,,"Oil filter",2.99,8.00,0
106005,2334760,,,,,,,0
106006,2334760,,,,,,,0
106007,2334764,1,,,"Oil filtter",2.99,8.00,0
106008,2334764,1,,,"Air filter",,27.45,0
106009,2334765,1,,,"Driver side window regulator",209.98,309.98,0
106010,2334765,1,,,"Battery",,145.00,0
106011,2334766,1,,,"Oil filter",2.99,8.00,0
106012,2334767,0,,,,,0.00,0
106013,198461,,,,,,,0
106014,185829,,,,,,,0
106015,184427,,,,,,,0
106016,185829,,,,,,,0
106017,2334768,1,,,"Front brake pads and rotors",79.07,197.37,0
106018,2334768,1,,,"Rear brake pads and rotors",85.07,152.04,0
106019,2334768,,,,,,,0
106020,2334768,,,,,,,0
106021,2350582,,,,,,,0
106022,2334769,1,,,"Right side blend door actuator",30.00,50.64,0
106023,2334769,,,,,,,0
106024,2334770,1,,,"Oil filter",2.99,8.00,0
106025,2334770,1,,,"Air filter",10.29,18.00,0
106026,2334747,,,,,,,0
106027,2334771,1,,,"Thermostat, seal",15.23,26.80,0
106028,2334772,1,,,"Oil filter",2.99,8.00,0
106029,2334773,1,,,"Oil filter",2.99,8.00,0
106030,2334773,1,,,"Serpentine belt",19.16,32.16,0
106031,2334774,0,,,,0.00,0.00,0
106032,2334775,1,,,"Left rear tire monitor sensor",38.95,68.95,0
106033,2334779,1,,,"Oil filter",2.99,8.00,0
106034,2334779,1,,,"Air filter",13.99,26.02,0
106035,2334779,1,,,"Sway bar end links",38.34,71.32,0
106036,2334780,1,"`",,"Front brake pads and rotors",105.47,223.20,0
106037,2334780,,,,,,,0
106038,2334780,,,,,,,0
106039,180295,,,,,,,0
106040,2334781,1,,,"Oil filter",2.99,8.00,0
106041,2334775,,,,,,,0
106042,2334761,,,,,,,0
106043,2334782,0,,,"0",0.00,0.00,0
106044,2334783,1,,,"High pressure fuel pump",408.00,498.00,0
106045,2334783,1,,,"Oil filter",2.99,8.00,0
106046,2334784,0,,,,0.00,0.00,0
106047,2334785,1,,,"Alternator",205.67,341.97,0
106048,2334786,1,,,"Oil filter",2.99,8.00,0
106049,2334786,1,,,"Rear brake pads",32.95,58.00,0
106050,2334786,0,,,,,0.00,0
106051,2343502,,,,,,,0
106052,2343502,,,,,,,0
106053,185656,,,,,,,0
106054,2334786,,,,,,,0
106055,2334781,,,,,,,0
106056,2334776,1,,,"Oil filter",2.99,8.00,0
106057,2334776,1,,,"Battery",112.99,142.99,0
106058,2346000,1,,,"Oil filter",2.99,8.00,0
106059,2346000,1,,,"Rear brake pads and rotors",134.03,234.03,0
106060,2346008,1,,,"Evap esim assembly",44.88,66.27,0
106061,2336009,1,,,"Rear brake pads and rotors",160.45,284.15,0
106062,2336009,,,,,,,0
106063,2336009,,,,,,,0
106064,2336010,1,,,"Oil filter",2.99,8.00,0
106065,2336010,1,,,"Air intake",30.59,65.10,0
106066,2336010,1,,,"Air filter",12.29,24.18,0
106067,2336010,1,,,"Wiper blades",19.08,35.49,0
106068,2336010,1,,,"Battery",103.99,155.34,0
106069,2336009,1,,,"2 belts",76.06,133.86,0
106070,2336011,1,,,"Brake lines, fittings, fluid",38.00,50.00,0
106071,2336012,0,,,,0.00,0.00,0
106072,2336013,1,,"67060","Oil filter",2.99,8.00,0
106073,2336014,1,,,"Driver side front window switch",48.96,98.58,0
106074,2336014,1,,,"Blower speed control",85.69,111.60,0
106075,2336014,,,,,,,0
106076,2336015,1,,,"Oil filter",2.99,8.00,0
106077,2336015,1,,,"Fuel pump, fuel pump strainer",54.98,96.73,0
106078,2336016,1,,,"Oil filtter",2.99,8.00,0
106079,2336016,,,,,,,0
106080,2336016,1,,,"Turn signal",,15.00,0
106081,2336017,0,,,,0.00,0.00,0
106082,2336018,0,,,,0.00,0.00,0
106083,180152,,,,,,,0
106084,2336019,1,,,"Oil filter",2.99,8.00,0
106085,2336020,0,,,"0",0.00,0.00,0
106086,2336021,1,,,"Exhaust manifold",137.07,219.44,0
106087,2336922,0,,,,0.00,0.00,0
106088,2336923,1,,,"Coil connectors",79.56,140.03,0
106089,2336924,1,,,"Right front outer tie rod end",17.75,32.83,0
106090,2336924,1,,,"Front struts",235.34,437.74,0
106091,2336019,,,,,,,0
106092,2340259,,,,,,,0
106093,2336925,1,,,"Starter",125.74,225.74,0
106094,2344792,,,,,,,0
106095,2346124,,,,,,,0
106096,2360886,,,,,,,0
106097,2360886,,,,,,,0
106098,2346124,,,,,,,0
106099,2346124,,"`",,,,,0
106100,2350097,,,,,,,0
106101,2350568,,,,,,,0
106102,2336926,1,,,"Radiator, coolant",120.64,206.64,0
106103,2330102,,,,,,,0
106104,2336927,1,,,"Vacuum hose",6.00,10.00,0
106105,2336928,1,,,"Front brake pads and rotors",120.85,220.85,0
106106,2336928,1,,,"Rear brake pads, rotors, and right rear caliper",155.79,255.79,0
106107,2336929,1,,"67082","Oil filter",2.99,8.00,0
106108,2336929,1,,,"Air filter",9.49,21.95,0
106109,2336929,,,,,,,0
106110,2336930,1,,,"Blend door actuator",17.33,57.00,0
106111,2336930,1,,,"Valve cover gaskets",67.15,107.66,0
106112,2336930,1,,,"Intake gaskets",11.73,19.97,0
106113,2336930,1,,,"Spark plugs",41.94,102.00,0
106114,2336930,1,,,"#1 ignition coil",35.99,76.90,0
106115,2336931,1,,,"Oil filter",2.99,8.00,0
106116,2336931,1,,,"Moldings",237.44,296.81,0
106117,2336931,1,,,"Brake fluid",12.00,20.00,0
106118,2345089,,,,,,,0
106119,2336932,1,,"67060","Oil filter",2.99,8.00,0
106120,2330102,,,,,,,0
106121,2336933,1,,,"4 tires - 245/60/18 105H Firestone Destination",688.00,744.00,0
106122,2336934,1,,,"Battery",91.99,126.99,0
106123,2336935,0,,,,0.00,0.00,0
106124,2336936,1,,,"Trailer hitch",174.99,185.00,0
106125,2336936,1,,,"Oil filter",2.99,8.00,0
106126,2336937,1,,,"Front brake pads and rotors",122.53,228.78,0
106127,2336938,0,,,,0.00,0.00,0
106128,2336939,1,,"61358","Oil filter",2.99,8.00,0
106129,2336940,1,,,"Turbo charger and gaskets",579.03,800.07,0
106130,2336941,1,,,"Exhaust cam oil control valve",113.89,169.00,0
106131,2336941,1,,,"Oil filter",2.99,8.00,0
106132,2336941,,,,,,,0
106133,2360873,,,,,,,0
106134,2336943,1,,,"2 headlights",150.00,210.00,0
106135,2336943,,,,,,,0
106136,2336944,1,,,"Oil filter",2.99,8.00,0
106137,2336945,1,,,"Crankshaft position sensor",29.23,51.63,0
106138,2336945,1,,,"Oil filter",2.99,8.00,0
106139,23312013,,,,,,,0
106140,2336946,0,,,,0.00,0.00,0
106141,2336947,1,,,"Rear transmission seal",21.00,33.28,0
106142,2336948,0,,,,0.00,0.00,0
106143,2336944,,,,,,,0
106144,2336947,,,,,,,0
106145,2336949,1,,,"Oil filter",2.99,8.00,0
106146,23352,0,,,,0.00,0.00,0
106147,2336951,1,,,"Rear shocks",99.96,175.12,0
106148,2336952,1,,,"Brake lines and fitings",44.00,77.00,0
106149,2336953,1,,,"Driver side window regulator w/motor",103.98,203.98,0
106150,2360910,,,,,,,0
106151,2331131,,,,,,,0
106152,6322607,,,,,,,0
106153,6322607,,,,,,,0
106154,6322607,,,,,,,0
106155,2336954,1,,,"High pressure fuel pump",411.13,529.97,0
106156,2336954,1,,,"Spark plugs",71.92,127.60,0
106157,2336954,1,,,"Intake gaskets",24.23,39.97,0
106158,2336954,1,,,"#5 ignition coil",58.99,90.75,0
106159,2336955,1,,,"ACD oil filter",15.41,18.48,0
106160,2336956,1,,,"Air filter",16.29,28.68,0
106161,2336956,1,,,"Spark plugs BOSCH",32.36,58.00,0
106162,2336957,1,,,"Oil filter",2.99,8.00,0
106163,2336957,1,,,"Two heater hose connectors",30.58,53.82,0
106164,2336958,1,,,"Front brake pads",45.95,66.00,0
106165,2336959,1,,,"2 tires 225/65/17 102H Kelly Edge Touring",222.00,242.00,0
106166,2336954,,,,,,,0
106167,2336955,,,,,,,0
106168,2336956,,,,,,,0
106169,2336957,,,,,,,0
106170,2336958,,,,,,,0
106171,2336954,,,,,,,0
106172,2336926,,,,,,,0
106173,2336960,1,,,"Oil filter",2.99,8.00,0
106174,2336954,1,,,"Oil filter",2.99,8.00,0
106175,2336961,1,,,"Negative battery terminal",16.99,28.80,0
106176,183818,,,,,,,0
106177,2323455,,,,,,,0
106178,2345017,,,,,,,0
106179,2336962,1,,,"Thermostat, antifreeze",,75.96,0
106180,2336962,1,,,"Left front tire pressure sensoe",,55.00,0
106181,2336962,1,,,"Oil filter",2.99,8.00,0
106182,2336962,1,,,"Air filter",13.99,26.02,0
106183,2336962,,,,,,,0
106184,23356963,1,,,"Battery - under warranty",0.00,0.00,0
106185,2360900,,,,,,,0
106186,2336964,1,,,"Oil filter",2.99,8.00,0
