"id","estimate_id","quantity","mfr_no","part_no","description","cost","price","pass2"
39,2389,1,,,"Rack and pinion steering gear",67.26,121.05,0
40,2389,1,,,"Power steering hose",40.44,85.13,0
53,135,1,,,"thermostat",4.41,9.50,0
54,135,1,,,"gasket",2.65,3.76,0
55,135,1,,,"antifreeze",7.25,11.50,0
56,135,1,,,"oil filter",2.84,8.00,0
57,137,0,,,,0.00,0.00,0
58,138,1,,,"oil filter",2.84,8.00,0
59,139,0,,,,0.00,0.00,0
60,140,1,,,"Oil Filter",2.84,8.00,0
61,135,,,,,,,0
62,140,,,,,,,0
63,141,1,,,"Oil filter",2.84,8.00,0
64,143,1,,,"Oil filters",2.84,8.00,0
65,144,0,,,,0.00,0.00,0
66,132,1,,,"Oil filter",2.84,8.00,0
67,128,1,,,"Oil filter",2.84,8.00,0
68,134,1,,,"Knock sensor",42.91,82.68,0
69,,,,,,,,0
70,,1,,,"Oil filter",2.84,8.00,0
71,31,1,,,"antifreeze",5.39,10.00,0
72,15,1,,,"Fuel Pump",179.44,389.82,0
73,15,1,,,"Wires",28.13,64.21,0
74,15,1,,,"Plugs",36.48,36.48,0
75,,,,,,,,0
76,,,,,,,,0
77,42,0,,,,0.00,0.00,0
78,65,1,,,"Plugs",27.36,39.36,0
79,65,1,,,"Wires",25.52,57.04,0
80,84,1,,,"Distributor Cap",8.93,16.55,0
81,84,1,,,"Spark Plugs",9.00,21.54,0
82,84,1,,,"Rotor",3.87,5.97,0
83,84,1,,,"Wires",23.56,52.55,0
84,78,1,,,"B elt Tensioner",30.98,56.32,0
85,78,1,,,"Belt",24.11,54.80,0
86,71,1,,,"Stop Leak",1.95,2.95,0
87,71,1,,,"Wheel Cynlinders",25.78,51.56,0
88,82,1,,,"Distributor Cap",11.62,21.54,0
89,82,1,,,"Rotor",6.58,12.19,0
90,82,1,,,"Wires",17.06,38.14,0
91,82,1,,,"Spark Plugs",9.00,21.54,0
92,82,1,,,"Oil Filter",2.84,8.00,0
93,82,,,,,,,0
94,82,,,,,,,0
95,82,,,,,,,0
96,82,,,,,,,0
97,82,,,,,,,0
98,82,,,,,,,0
99,82,,,,,,,0
100,82,,,,,,,0
101,26,1,,,"Brake pads",35.57,78.18,0
102,68,0,,,,0.00,0.00,0
103,67,0,,,,0.00,0.00,0
104,63,0,,,,0.00,0.00,0
105,59,1,,,"Valve cover gasket",14.72,30.60,0
106,59,1,,,"Thermostat",2.68,5.78,0
107,59,1,,,"Gasket",1.29,1.78,0
108,59,,,,,,,0
109,54,1,,"Pur62088","Air Filter",4.01,9.50,0
110,54,1,,,"Oil Filter",2.84,8.00,0
111,54,1,,,"Spark Plugs",10.74,22.98,0
112,,,,,,,,0
113,,0,,,,0.00,0.00,0
114,41,0,,,,0.00,0.00,0
115,52,1,,,"Brake pads",34.33,75.44,0
116,51,1,,,"Belt",28.05,63.75,0
117,48,1,,,"inner tie rod bearing",29.43,64.50,0
118,49,0,,,,0.00,0.00,0
119,,,,,,,,0
120,,1,,,"Brake pads",35.95,79.00,0
121,,1,,,"Rotors",174.47,300.00,0
122,47,1,,,"brake pads",35.95,79.00,0
123,47,1,,,"Rotors",174.47,300.00,0
124,46,1,,,"Oxygen sensor",39.15,82.22,0
125,44,1,,,"Oil Filter",2.84,8.00,0
126,,,,,,,,0
127,,0,,,,0.00,0.00,0
128,43,0,,,,0.00,0.00,0
129,38,1,,,"Oil Filter",2.84,8.00,0
130,36,0,,,,0.00,0.00,0
131,35,1,,,"Rotors",40.02,89.16,0
132,35,1,,,"Brake pads",15.14,33.64,0
133,34,1,,,"PVC valve",3.85,6.00,0
134,34,,,,,,,0
135,30,1,,,"Drain plug",3.20,1.92,0
136,30,1,,,"Oil Filter",2.84,8.00,0
137,21,1,,,"Brake pads",18.22,40.48,0
138,27,1,,,"Front outer bearings",7.60,15.70,0
139,27,1,,,"Front inner bearings",8.28,17.09,0
140,27,1,,,"Inner seals",1.77,3.46,0
141,25,0,,,,0.00,0.00,0
142,24,1,,,"Battery Cable",9.54,20.49,0
143,23,1,,,"Oil filter",2.84,8.00,0
144,23,1,,,"Air filter",6.26,6.26,0
145,,,,,,,,0
146,,0,,,,0.00,0.00,0
147,22,0,,,,0.00,0.00,0
148,20,1,,,"Oil filter",2.84,8.00,0
149,17,1,,,"Water Pump",31.76,62.96,0
150,16,1,,,"Gaskets and manifold set",147.38,184.26,0
151,13,0,,,,0.00,0.00,0
152,12,0,,,,0.00,0.00,0
153,11,0,,,,0.00,0.00,0
154,8,1,,,"Master Cylinder Cap",7.13,10.69,0
155,8,1,,,"Wheel cyllinders",24.06,48.12,0
156,8,1,,,"Brake Line",4.21,2.95,0
157,6,1,,,"Alternator Belt",7.67,17.43,0
158,19,1,,,"Front door lock",32.74,40.73,0
159,9,0,,,,0.00,0.00,0
160,7,1,,,"Oil filter",2.84,8.00,0
161,146,1,,,"Spark plugs",9.00,20.94,0
162,146,1,,,"Oxygen sensor",57.84,118.00,0
163,145,1,,,"Oil switch",15.08,27.95,0
164,145,1,,,"Thermostat",10.18,21.95,0
165,145,1,,,"Seal",4.77,6.77,0
166,142,1,,,"Gaskets",3.54,5.00,0
167,133,1,,,"valve stems",3.50,4.00,0
168,133,1,,,"Tires, user fee and disposal",113.00,131.00,0
169,133,1,,,"Sway bars",52.00,114.14,0
170,133,,,,,,,0
171,133,,,,,,,0
172,136,0,,,,0.00,0.00,0
173,125,1,,,"Check valve`",15.91,28.39,0
174,126,1,,,"Oil filter",2.84,8.00,0
175,126,1,,,"Fuel filter",8.02,16.04,0
176,129,1,,,"Window Regulator",189.55,252.73,0
177,1129,1,,,"Window Regulator",189.55,252.73,0
178,131,0,,,,0.00,0.00,0
179,127,1,,,"Oil filter",2.84,8.00,0
180,127,1,,,"Transmission filter kit",21.22,45.73,0
181,130,0,,,,0.00,0.00,0
182,124,1,,,"Oil filter",2.84,8.00,0
183,123,1,,,"Door Lock",103.63,148.03,0
184,122,1,,,"Hose",8.10,12.10,0
185,122,1,,,"Water Pump",72.43,143.60,0
186,122,1,,,"Belt tensioner and pulley",53.64,97.62,0
187,122,1,,,"antifreeze",5.39,7.50,0
188,86,1,,,"Oil filter",2.84,8.00,0
189,86,,,,,,,0
190,86,,,,,,,0
191,96,1,,,"Belt tensioner",30.98,56.32,0
192,96,1,,,"Idler tensioner",14.42,26.22,0
193,96,1,,,"Serpentine belt",24.11,54.80,0
194,96,,,,,,,0
195,95,1,,,"Oil filter",2.84,8.00,0
196,97,1,,,"Radiator",97.18,147.00,0
197,100,1,,,"Oil filter",2.84,8.00,0
198,83,0,,,,0.00,0.00,0
199,83,,,,,,,0
200,85,0,,,,0.00,0.00,0
201,98,1,,,"Oil filter",2.84,8.00,0
202,55,1,,,"Battery hold down",7.66,12.76,0
203,55,1,,,"Bolts",5.42,9.04,0
204,55,1,,,"Terminal ends",2.20,4.00,0
205,39,1,,,"Brake light switch",15.50,25.50,0
206,80,0,,,,0.00,0.00,0
207,76,1,,,"Oil Filter",2.84,8.00,0
208,76,,,,,,,0
209,33,0,,,,0.00,0.00,0
210,3500,1,,,"Shop supplies",30.00,30.00,0
211,81,1,,,"Upper ball joints",60.93,121.86,0
212,81,1,,,"Lower ball joints",38.58,84.64,0
213,81,1,,,"Bushing kit",23.63,51.85,0
214,99,1,,,"Oil Filter",2.84,8.00,0
215,99,1,,,"Antifreeze",7.50,10.00,0
216,99,1,,,"Brake light",1.00,2.25,0
217,102,0,,,,0.00,0.00,0
218,103,1,,,"Fuel Filter",10.28,22.60,0
219,28,1,,,"calipers",100.80,228.80,0
220,28,1,,,"brake fluid",3.50,5.00,0
221,28,,,,,,,0
222,105,1,,,"Spark plugs",12.48,26.72,0
223,105,1,,,"Air filter",4.31,10.20,0
224,105,,,,,,,0
225,106,1,,,"Brake line",15.80,24.33,0
226,106,1,,,"Brake fluid",3.00,5.00,0
227,106,,,,,,,0
228,107,1,,,"Oil filter",2.84,8.00,0
229,107,1,,,"Fluid",3.00,5.00,0
230,108,0,,,,0.00,0.00,0
231,109,1,,,"Clip assemblly",3.66,5.49,0
232,109,,,,,,,0
233,110,0,,,,0.00,0.00,0
234,111,0,,,,0.00,0.00,0
235,112,0,,,,0.00,0.00,0
236,113,0,,,,0.00,0.00,0
237,114,0,,,,0.00,0.00,0
238,115,1,,,"Oil filter",3.24,8.00,0
239,116,1,,,"Oil Filter",3.16,10.94,0
240,117,1,,,"EGR Valve w/gasket",98.70,201.45,0
241,117,1,,,"clamps,exension pipe, muffler and tail pipe",68.36,149.56,0
242,118,1,,,"8 Spark Plugs",12.00,27.92,0
243,119,0,,,,0.00,0.00,0
244,120,1,,,"Bracket",17.44,21.80,0
245,120,,,,,,,0
246,121,0,,,,0.00,0.00,0
247,147,1,,,"Thermostat and gasket",14.95,28.72,0
248,148,0,,,,0.00,0.00,0
249,148,,,,,,,0
250,149,1,,,"Water pump",43.28,85.81,0
251,149,1,,,"Timing belt",28.11,58.56,0
252,149,1,,,"Antifreeze",9.00,15.00,0
253,150,0,,,,0.00,0.00,0
254,151,1,,,"Oil Filter",3.24,8.00,0
255,152,1,,,"Fuel filter",8.53,17.96,0
256,153,1,,,"Ujoints",23.35,42.00,0
257,153,1,,,"Belt",23.06,52.40,0
258,153,1,,,"Belt tensioner",39.56,71.92,0
259,154,1,,,"Brake shoes",23.99,52.72,0
260,154,1,,,"Wheel cylinders",20.90,41.80,0
261,154,1,,,"Brake lines",8.33,11.89,0
262,155,1,,,"Brake pads",37.37,82.14,0
263,155,1,,,"Transmission filter",9.19,20.00,0
264,155,,,,,,,0
265,156,1,,,"Oil Filter",3.24,8.00,0
266,157,1,,,"Water pump",69.28,137.35,0
267,157,1,,,"Hoses",4.69,7.35,0
268,157,1,,,"Antifreeze",9.00,15.00,0
269,158,1,,,"Fuel pressure regulator",48.49,93.43,0
270,158,,,,,,,0
271,159,,,,,,,0
272,160,0,,,,0.00,0.00,0
273,161,1,,,"HH quica/c",6.55,10.91,0
274,162,1,,,"Oil filter",3.24,8.00,0
275,162,,,,,,,0
276,163,0,,,,0.00,0.00,0
277,163,,,,,,,0
278,164,0,,,,0.00,0.00,0
279,165,0,,,,0.00,0.00,0
280,166,0,,,,0.00,0.00,0
281,167,1,,,"Oil filter",3.24,8.00,0
282,167,1,,,"Oil switch",15.67,29.04,0
283,6,,,,,,,0
284,,,,,,,,0
285,,1,,,"Oil switch",15.67,29.04,0
286,,1,,,"Oil filter",3.24,8.00,0
287,168,1,,,"Front brake pads and rotors",0.00,150.50,0
288,169,1,,,"Hoses",6.00,10.00,0
289,169,1,,,"Belt",28.08,63.80,0
290,169,,,,,,,0
291,170,0,,,,0.00,0.00,0
292,170,,,,,,,0
293,171,1,,,"Climate control sensor",35.42,44.27,0
294,172,1,,,"Muffler",28.65,62.68,0
295,172,1,,,"Tail pipe",19.42,42.48,0
296,172,1,,,"Clamps",1.01,2.21,0
297,173,1,,,"Plugs",9.36,20.10,0
298,173,1,,,"Wires",28.78,51.67,0
299,173,1,,,"Belt",18.96,43.10,0
300,174,0,,,,0.00,0.00,0
301,175,1,,,"Tires`",300.00,348.00,0
302,175,1,,,"Valve stems",3.72,6.00,0
303,176,1,,,"Belt",11.35,25.80,0
304,177,1,,,"Throttle position sensor",29.96,56.92,0
305,178,1,,,"Ujoints",23.34,41.42,0
306,178,,,,,,,0
307,179,0,,,,0.00,0.00,0
308,180,1,,,"Brake pads",33.22,73.02,0
309,180,1,,,"Rotor",20.78,46.12,0
310,180,1,,,"Oil filter",3.24,8.00,0
311,181,1,,,"Valve cover gasket",17.30,35.69,0
312,182,0,,,,0.00,0.00,0
313,183,0,,,,0.00,0.00,0
314,184,1,,,"Fuel pressure regulator",94.26,179.10,0
315,184,1,,,"Manifold set",5.65,11.64,0
316,186,1,,,"Bulbs",0.70,1.00,0
317,187,1,,,"Oil filter",3.24,8.00,0
318,187,1,,,"Hose",18.00,25.00,0
319,187,,,,,,,0
320,188,1,,,"Fuse llink",3.50,5.00,0
321,189,0,,,,0.00,0.00,0
322,190,0,,,,0.00,0.00,0
323,191,1,,,"Spark plug",1.50,2.50,0
324,191,,,,,,,0
325,,,,,,,,0
326,,,,,,,,0
327,155,,,,,,,0
328,192,1,,,"Oil filter",3.24,8.00,0
329,192,,,,,,,0
330,193,1,,,"Belt",28.08,63.80,0
331,193,1,,,"Belt Tensioner",36.93,67.14,0
332,193,,,,,,,0
333,194,1,,,"Oil filter",3.24,8.00,0
334,194,1,,,"Spark plug",1.50,2.50,0
335,194,1,,,"Wiper  motor",15.00,30.00,0
336,196,1,,,"Oil filter",3.24,8.00,0
337,196,1,,,"Antifreeze",9.00,15.00,0
338,196,1,,,"Valve cover gasket and manifold set",60.56,122.26,0
339,196,,,,,,,0
340,196,,,,,,,0
341,196,,,,,,,0
342,197,0,,,,0.00,0.00,0
343,198,0,,,,0.00,0.00,0
344,199,1,,,"Oxygen Sensor",42.48,81.84,0
345,199,,,,,,,0
346,199,,,,,,,0
347,200,0,,,,0.00,0.00,0
348,201,0,,,,0.00,0.00,0
349,202,1,,,"Transmission filter kit",10.41,22.44,0
350,202,1,,,"Belt",16.26,36.95,0
351,202,1,,,"Spark plugs",8.44,20.20,0
352,202,1,,,"Antifreeze",5.00,10.00,0
353,203,0,,,,,0.00,0
354,204,1,,,"Oil filter",3.24,8.00,0
355,205,1,,,"Spark plugs",9.36,21.00,0
356,205,1,,,"Belt",18.96,43.10,0
357,206,1,,,"Timing belt",14.28,29.74,0
358,207,1,,,"Oil filter",3.24,8.00,0
359,207,1,,,"Air filter",6.39,15.14,0
360,208,1,,,"Used motor",450.00,675.00,0
361,208,1,,,"Exhause pipe",9.57,15.11,0
362,208,1,,,"Oil filter",3.24,8.00,0
363,209,0,,,,0.00,0.00,0
364,208,1,,,"Antifreeze",15.00,20.00,0
365,208,1,,,"Center drag link",62.33,136.10,0
366,210,0,,,,0.00,0.00,0
367,211,0,,,,0.00,0.00,0
368,212,1,,,"Pittman shaft kit",14.82,31.57,0
369,212,1,,,"Fluid",3.00,5.00,0
370,213,0,,,,0.00,0.00,0
371,214,,,,,0.00,0.00,0
372,215,1,,,"Oil filter",3.24,8.00,0
373,216,0,,,,0.00,0.00,0
374,217,0,,,,0.00,0.00,0
375,218,0,,,,0.00,0.00,0
376,218,,,,,,,0
377,219,0,,,,0.00,0.00,0
378,220,0,,,,0.00,0.00,0
379,221,1,,,"Battery",44.95,72.00,0
380,221,,,,,,,0
381,222,0,,,,0.00,0.00,0
382,115,,,,,,,0
383,151,,,,,,,0
384,169,,,,,,,0
385,223,1,,,"Oil filter",3.24,8.00,0
386,223,1,,,"Fuel filter",8.53,17.96,0
387,224,0,,,,0.00,0.00,0
388,169,,,,,,,0
389,169,,,,,,,0
390,169,,,,,,,0
391,169,,,,,,,0
392,208,,,,,,,0
393,207,,,,,,,0
394,204,,,,,,,0
395,188,,,,,,,0
396,186,,,,,,,0
397,152,,,,,,,0
398,225,1,,,"Wire",15.98,24.57,0
399,226,1,,,"Power steering hose",35.41,75.43,0
400,226,1,,,"Battery",62.95,99.95,0
401,226,1,,,"Air conditioning belt",18.96,43.10,0
402,226,1,,,"Power steering belt",12.97,29.48,0
403,226,1,,,"Power steering fluid",3.00,5.00,0
404,227,1,,,"Fuse link and terminal",2.15,3.25,0
405,228,1,,,"Power steering pump",76.39,149.15,0
406,228,1,,,"Oil filter",3.24,8.00,0
407,228,1,,,"Fuel filter",10.32,22.68,0
408,229,0,,,,,0.00,0
409,230,1,,,"Wiper blades",11.40,21.40,0
410,230,1,,,"Oil filter",3.24,8.00,0
411,230,,,,,,,0
412,231,0,,,,0.00,0.00,0
413,232,0,,,,0.00,0.00,0
414,233,1,,,"Strut and bearing plate",72.03,105.00,0
415,234,1,,,"Crank position sensor",18.65,33.29,0
416,235,0,,,,0.00,0.00,0
417,236,1,,,"Window switch",50.18,70.91,0
418,237,1,,,"Outer left tie rod end",30.89,67.80,0
419,238,1,,,"Oil filter",3.24,8.00,0
420,239,0,,,,0.00,0.00,0
421,240,0,,,,0.00,0.00,0
422,241,0,,,,0.00,0.00,0
423,242,1,,,"Oil filter",3.24,8.00,0
424,242,1,,,"Air filter",8.36,19.81,0
425,243,1,,,"Starter",35.56,69.17,0
426,244,0,,,,0.00,0.00,0
427,242,,,,,,,0
428,209,,,,,,,0
429,245,1,,,"Lower ball joint",37.05,81.30,0
430,246,1,,,"Oil filter",3.24,8.00,0
431,248,1,,,"Oil filter",3.24,8.00,0
432,247,1,,,"Spark plugs",7.96,17.32,0
433,247,1,,,"Wires",25.78,57.62,0
434,249,1,,,"Water pump",44.23,87.69,0
435,249,1,,,"Timing chain",17.24,32.33,0
436,249,1,,,"Gasket set",11.57,23.87,0
437,249,1,,,"Bolts",31.24,39.04,0
438,249,1,,,"Antifreeze",5.00,10.00,0
439,249,,,,,,,0
440,237,1,,,"Steering knuckle",75.00,112.50,0
441,250,0,,,,0.00,0.00,0
442,251,1,,,"Hoses",31.80,72.28,0
443,251,1,,,"Clamps",2.16,6.00,0
444,251,1,,,"Belt",18.92,43.00,0
445,251,1,,,"Antifreeze",10.00,15.00,0
446,251,,,,,,,0
447,252,1,,,"Two Cooper Trendsetter Tires",85.66,109.66,0
448,253,0,,,,0.00,0.00,0
449,254,1,,,"Circuit Breaker",6.25,12.11,0
450,255,1,,,"Transmission gasket",1.96,4.08,0
451,256,1,,,"Two sensors",39.04,48.80,0
452,257,1,,,"Oil Pan",111.30,159.00,0
453,257,1,,,"Oil Pan Set",27.33,56.36,0
454,257,1,,,"Manifold set",5.37,11.09,0
455,258,1,,,"Relay",9.11,9.11,0
456,259,1,,,"Oil filter",3.24,8.00,0
457,260,1,,,"Outer tie rod end",49.60,65.00,0
458,260,1,,,"Brake fluid",1.00,2.00,0
459,260,1,,,"Used tire",17.50,20.00,0
460,260,,,,,,,0
461,261,0,,,,0.00,0.00,0
462,262,0,,,,0.00,0.00,0
463,263,0,,,,0.00,0.00,0
464,264,1,,,"Belt",26.23,26.23,0
465,265,0,,,,0.00,0.00,0
466,266,1,,,"Oil Level switch",25.54,35.54,0
467,266,1,,,"Oil filter",3.24,8.00,0
468,266,1,,,"Muffler, pipes and clamps",82.66,156.89,0
469,266,1,,,"Battery",71.00,89.95,0
470,266,1,,,"A/C Hose",146.98,209.97,0
471,266,1,,,"Freon",9.00,18.00,0
472,266,1,,,"Retro fit kit",,36.86,0
478,266,,,,,,,0
479,268,1,,,"Ignition module",133.31,200.00,0
480,269,1,,,"Air Conditioning Hose",114.87,211.51,0
481,269,1,,,"Freon and Freon Oil",20.00,40.00,0
482,270,1,,,"Spark plugs",9.00,21.54,0
483,270,1,,,"Fuel filter",11.20,24.62,0
484,271,1,,,"EGR valve",51.88,121.68,0
485,271,1,,,"EGR Vacuum solenoid",18.55,40.30,0
486,271,1,,,"Evap selenoid",19.09,36.77,0
487,271,1,,,"Oil Cooler lines",56.06,74.75,0
488,272,1,,,"Antifreeze",6.00,11.50,0
489,273,1,,,"Spark plugs",6.16,13.16,0
490,274,0,,,,0.00,0.00,0
491,275,1,,,"Spark plugs",12.48,31.12,0
492,275,1,,,"Oil filter",3.24,8.00,0
493,276,1,,,"Belt",24.42,55.50,0
494,277,1,,,"Stop leak",2.00,3.00,0
495,278,1,,,"Master cylinder",34.00,59.25,0
496,278,1,,,"Plugs",12.00,27.92,0
497,278,1,,,"Wires",37.63,70.12,0
498,278,1,,,"Washer pump",13.09,24.26,0
499,278,1,,,"Window motor",52.78,88.90,0
500,278,1,,,"Window gear box",17.39,29.30,0
501,278,1,,,"Brake fluid",3.00,5.00,0
502,278,,,,,,,0
503,279,1,,,"Modulator valve",18.29,29.40,0
504,,,,,,,,0
505,,1,,,"Modulator valve",18.29,29.40,0
506,279,,,,,,,0
507,280,1,,,"Oil filter",3.24,8.00,0
508,280,1,,,"Antifreeze",7.50,15.00,0
509,280,1,,,"Transmission filter kit",9.19,19.79,0
510,280,1,,,"A/C belt and alternator belt",30.75,69.88,0
511,280,1,,,"Battery",48.95,77.95,0
512,280,,,,,,,0
513,280,,,,,,,0
514,281,0,,,,0.00,0.00,0
515,282,1,,,"Oil filter",0.00,8.00,0
516,282,,,,,,,0
517,283,0,,,,0.00,0.00,0
518,284,1,,,"Spark plug wires",29.59,65.83,0
519,284,1,,,"Light bulb",1.50,3.00,0
520,285,1,,,"Rear main bearing set",17.48,36.04,0
521,286,1,,,"Inner and outer bearings and seals",29.75,60.45,0
522,287,1,,,"Front brake pads",36.64,80.52,0
523,287,1,,,"Two rotors",41.92,86.00,0
524,288,,,,,,,0
525,289,1,,,"Oil filter",3.24,8.00,0
526,289,1,,,"Wiper blades",11.40,21.40,0
527,290,1,,,"Oil filter",3.24,8.00,0
528,290,,,,,,,0
529,246,,,,,,,0
530,248,,,,,,,0
531,230,,,,,,,0
532,264,,,,,,,0
533,275,,,,,,,0
534,276,,,,,,,0
535,277,,,,,,,0
536,288,,,,,,,0
537,291,0,,,,0.00,0.00,0
538,292,0,,,,0.00,0.00,0
539,293,0,,,,0.00,0.00,0
540,294,1,,,"Antifreeze",7.49,11.50,0
541,294,1,,,"Heater hose fitting",6.55,10.91,0
542,272,,,,,,,0
543,272,,,,,,,0
544,295,0,,,,0.00,0.00,0
545,296,0,,,,0.00,0.00,0
546,297,1,,,"Freon",10.00,20.00,0
547,297,1,,,"Two rotors",73.56,169.16,0
548,297,1,,,"Tail light bulb",1.00,2.00,0
549,298,1,,,"Thermostat",6.78,14.59,0
550,298,1,,,"Head gasket set",,159.64,0
551,298,1,,,"Bolts",14.48,31.51,0
552,298,1,,,"Antifreeze",9.00,17.25,0
553,298,1,,,"Oil filter",3.24,8.00,0
554,298,,,,,,,0
555,299,0,,,,0.00,0.00,0
556,300,1,,,"Used Transmission",600.00,900.00,0
557,300,1,,,"Transmission filter kit and fluid",20.47,38.84,0
558,300,1,,,"Oil filter",3.24,0.00,0
559,301,1,,,"Intake manifold set",2.19,4.51,0
560,301,1,,,"Fuel injector",64.60,125.32,0
561,302,1,,,"Radiator",126.15,189.97,0
562,303,1,,,"Crank position sensor",45.52,87.70,0
563,303,1,,,"Cam shaft sensor",37.36,46.70,0
564,304,1,,,"Power steering pump",63.86,114.75,0
565,304,1,,,"Belt",19.71,44.80,0
566,305,1,,,"Fuel filter",17.48,33.87,0
567,305,1,,,"Front brakes",31.34,68.88,0
568,306,0,,,,0.00,0.00,0
569,307,0,,,,0.00,0.00,0
570,298,,,,,,,0
571,298,,,,,,,0
572,308,0,,,,0.00,0.00,0
573,309,0,,,,0.00,0.00,0
574,310,1,,,"Voltage regulator",30.21,60.43,0
575,311,1,,,"Oil filter",3.24,8.00,0
576,312,1,,,"Thermostat and seal",7.78,14.12,0
577,313,1,,,"Head gasket",15.92,34.64,0
578,313,1,,,"Valve cover gasket",9.92,20.47,0
579,313,1,,,"Bolts",16.82,34.66,0
580,313,1,,,"Radiator",96.49,145.69,0
581,313,1,,,"Antifreeze",5.50,10.00,0
582,313,1,,,"Oil filter",3.24,8.00,0
583,313,1,,,"Stud Kit",14.76,14.76,0
584,314,1,,,"A/C and P/S belt",8.40,19.10,0
585,314,1,,,"Alternator belt",8.91,20.25,0
586,315,0,,,,0.00,0.00,0
587,305,,,,,,,0
588,304,,,,,,,0
589,316,1,,,"Antifreeze",8.00,15.00,0
590,317,0,,,,0.00,0.00,0
591,310,,,,,,,0
592,311,,,,,,,0
593,318,1,,,"Battery terminal cable",1.75,3.00,0
594,319,1,,,"Intake manifold set",3.90,8.04,0
595,320,0,,,,0.00,0.00,0
596,321,1,,,"Oil filter",3.24,8.00,0
597,322,0,,,,0.00,0.00,0
598,323,0,,,,0.00,0.00,0
599,324,0,,,,0.00,0.00,0
600,325,0,,,,0.00,0.00,0
601,326,1,,,"Rear brake pads",35.95,66.00,0
602,326,1,,,"Two rear rotors",86.92,116.92,0
603,327,0,,,,0.00,0.00,0
604,328,,,,,,,0
605,329,1,,,"Oil filter",2.84,8.00,0
606,329,1,,,"Air filter",6.95,15.85,0
607,329,1,,,"Thermostat",5.38,11.59,0
608,329,1,,,"Gasket",1.43,2.02,0
609,329,1,,,"Transmission filter kit",5.72,12.32,0
610,329,1,,,"Shocks",57.42,97.42,0
611,329,1,,,"8 plugs",12.00,28.72,0
612,329,1,,,"Fuel filter",2.17,5.34,0
613,329,1,,,"Freon",10.00,30.00,0
614,330,0,,,,0.00,0.00,0
615,331,,,,,,,0
616,331,,,,,,,0
617,331,,,,,,,0
618,331,,,,,,,0
619,330,,,,,,,0
620,331,,,,,,,0
621,332,1,,,"Oil filter",3.24,8.00,0
622,332,,,,,,,0
623,333,0,,,,0.00,0.00,0
624,334,1,,,"Freon",8.00,20.00,0
625,335,1,,,"Rear brake shoes",22.88,38.90,0
626,336,1,,,"Thermostat",4.51,9.50,0
627,336,1,,,"Gasket",1.29,1.78,0
628,336,1,,,"Freon",12.00,30.00,0
629,336,1,,,"Gas filter",10.77,22.60,0
630,336,1,,,"Antifreeze",8.00,15.00,0
631,336,,,,,,,0
632,337,0,,,,0.00,0.00,0
633,338,0,,,,0.00,0.00,0
634,339,0,,,,0.00,0.00,0
635,337,,,,,,,0
636,340,1,,,"Oil pan gasket",24.35,50.20,0
637,340,1,,,"Oil pan",111.43,159.19,0
638,340,1,,,"Oil filter",3.24,8.00,0
639,340,1,,,"Rear transmission seal",6.53,12.77,0
640,340,1,,,"Oxygen sensor",39.75,76.59,0
641,341,1,,,"Starter",95.06,134.89,0
642,342,1,,,"Left axle",49.95,129.00,0
643,342,1,,,"Right axle",49.95,129.00,0
644,331,,,,,,,0
645,341,,,,,,,0
646,343,0,,,,0.00,0.00,0
647,344,1,,,"Used rear end",100.00,150.00,0
648,344,1,,,"Grease",5.00,10.00,0
649,344,1,,,"Oil pick up screen",19.08,34.34,0
650,344,1,,,"Heater hose",6.00,9.50,0
651,344,1,,,"Gasket",2.40,3.40,0
652,344,1,,,"Fuel injector",115.40,75.50,0
653,345,0,,,,0.00,0.00,0
654,328,,,,,,,0
655,346,1,,,"Steering gear box",176.36,285.69,0
656,346,1,,,"Fluid",3.00,5.00,0
657,347,1,,,"Front pads",13.99,29.75,0
658,347,1,,,"Rear drum",37.46,76.85,0
659,347,1,,,"Rear shoes",28.59,48.60,0
660,347,,,,,,,0
661,348,1,,,"Idle air control valve",54.48,104.96,0
662,349,1,,,"Oil filter",3.24,8.00,0
663,350,1,,,"Water pump",31.76,62.96,0
664,351,1,,,"Extension pipe",12.03,18.00,0
665,351,1,,,"Muffler",35.76,54.00,0
666,351,1,,,"Tail pipe",15.56,24.00,0
667,351,1,,,"Clamps",3.44,10.00,0
668,352,1,,,"Switch",6.46,12.98,0
669,352,1,,,"Battery",44.95,68.95,0
670,352,,,,,,,0
671,30,,,,,,,0
672,353,1,,,"Oil filter",3.24,8.00,0
673,354,1,,,"Spark plugs",29.70,45.00,0
674,354,1,,,"Wires",34.02,76.05,0
675,354,1,,,"Belt",24.48,55.63,0
676,354,1,,,"Fuel filter",7.67,16.86,0
677,354,1,,,"Front brake pads",37.37,82.14,0
678,354,1,,,"Rotors - 2",62.92,138.50,0
679,354,,,,,,,0
680,355,1,,,"Oil filter",3.24,8.00,0
681,356,1,,,"Intake manifold set",,66.90,0
682,356,1,,,"Bybass hose",,9.25,0
683,356,1,,,"Oil filter",3.24,8.00,0
684,356,1,,,"Antifreeze",8.00,15.00,0
685,356,1,,,"Fitting",5.45,9.66,0
686,356,1,,,"Belt",31.76,72.18,0
687,367,1,,,"Fuel sending unit",141.45,217.63,0
688,368,1,,,"Retro fit kit",15.64,47.58,0
689,368,1,,,"Stop leak",6.95,10.00,0
690,368,1,,,"Freon",10.00,30.00,0
691,368,,,,,,,0
