id,customer_id,make,model,year,engine,drive_type,fleet_no
5298,282,"GMC","Sonoma","1997","2.2",,
5299,3308,"Chevy","Impala","2003","3.4",,
5300,232,"Chevy","Aveo #275","2006",,,
5301,2976,"Pontiac","Grand Am","2005","3.4",,
5302,1803,"Ford","E350 Van","2006","5.4 SOHC",,
5303,3015,"Ford","Explorer Sport Trac","2007","4.0",,
5304,3016,"Ford","Mustang","2000","3.8",,
5305,1486,"Saturn","SL","1997","1.9 Dohc",,
5306,3016,"Chevy","1500","1992",,,
5307,2987,"Chevy","S10","2002",,,
5308,1873,"Chrysler","300 Touring","2010","2.7",,
5309,230,"Dodge","Ram","2007","3.7",,
5310,3017,"Mercury","Grand Marquis","2003","4.6",,
5311,772,"Saturn","ION","2004","2.2",,
5312,3018,"Chrysler","Town & Country Van","2000","3.8",,
5313,3018,"Mercury","Marquis","2003","4.6 SOHC",,
5314,3019,"Nissan","Maxima","2003",,,
5315,1460,"Ford","F150","2005","5.4",,
5316,2509,"Mercury","Sable","2004","3.0 DOHC",,
5317,3020,"Ford","E150 Van","2000","5.4 SOHC",,
5318,3021,"Mercedes","C240","2002","2.6 SOHC",,
5319,2626,"Checy","Express Van","2004 5.3  #391",,,
5320,3022,"GMC","Yukon","2005","5.3",,
5321,3023,"Pontiac","Torrent","2008","3.4",,
5322,2797,"GMC","2500 HD","2004","6.0",,
5323,3024,"GMC","Canyon","2004","2.8 DOHC",,
5324,2988,"Dodge","Caravan SXT","2006","3.3",,
5325,3025,"Hyundai","Santa Fe","2003","2.7",,
5326,2579,"Pontiac","Grand Prix","2004","3.8",,
5327,3026,"Pontiac","Grand Am","2001","2.4",,
5328,3027,"Chevy","Monte Carlo","1999",,,
5329,482,"Hyundai","Sonata","2007","2.4 DOHC",,
5330,2465,"Mercury","Grand Marquis","1996","4.6",,
5331,2583,"Chevy","Equinox","2012","2.4",,
5332,404,"Chrysler","Pacifica","2005","3.5",,
5333,670,"Ford","Taurus","2008","3.5 DOHC",,
5334,796,"Ford","Ranger","2000","4.0",,
5335,3028,"Ford","Ranger XLT","1996",,,
5336,2240,"Ford","E350","1999","6.8 SOHC",,
5337,2878,"Ford","Elite","1975",,,
5338,2509,"Dodge","Ram Van","1999","5.2",,
5339,2626,"Ford","F150 Lic#4WH522","1997","4.6",,
5340,3029,"Chevy","Beretta","1995","2.2",,
5341,1829,"Dodge","Ram 2500","2004","5.9 Diesel",,
5342,833,"Chevy","Cavalier","2001","2.2 OHV",,
5343,1547,"Chevy","Silverado","2004","5.3",,
5344,3030,"Chevy","Silverado","2006","5.3",,
5345,1907,"Hyundai","Sonata","2011",,,
5346,2998,"Jeep","Grand Cherokee","1997",,,
5347,3031,"Dodge","Caravan","2003",,,
5348,3032,"Chevy","Silverado","2005","4.8  2w2",,
5349,2990,"Ford","F150 4WD","2001","5.4",,
5350,3033,,"Denali","1999","5.7",,
5351,1910,"Ford","F450","2004","6.0",,
5352,2871,"Dodge","Charger #11","2006","5.7",,"11"
5353,2016,"Lincoln","LS","2004","3.0",,
5354,1380,"Lincoln","MKX","2008","3.5",,
5355,2422,"Chevy","Cobalt","2007",,,
5356,216,"Honda","Civic","2012","1.8",,
5357,2797,"GMC","1500","1986","5.0",,
5358,2878,"Chevy","ElCamino","1985","4.3",,
5359,3036,"Ford","F150","2001","5.4",,
5360,3037,"Ford","Windstar Van","1996","3.8",,
5363,3038,"Toyota","Corolla","2007",,,
5364,2853,"Chevy","Monte Carlo","1998","3.1",,
5365,3010,"Ford","F350","2001","6.8 SOHC",,
5366,1910,"Ford","E350 Super Duty","2009","5.4 L",,
5367,236,"Ford","Fusion","2007","2.3 DOHC",,
5368,3039,"0","Accord","2006","3.0",,
5369,130,"Dodge","Journey
Journey","2011","3.6 DOHC",,
5370,3040,"2010","Chevy","Cobalt",,,
5371,2626,"Ford","E350","2009 Vin1FTSE34L79DA37679","5.4",,
5372,92,"Ford","Ranger #229","2002",,,"229"
5373,162,"Chevy","S10","2003","2.2",,
5374,3041,"Chrysler","Aspen","207","4.7 P engine code",,
5375,3041,"Ford","F250","2004","6.0 Deisel",,
5376,2626,"Ford","Ranger","2010","2.3",,
5377,1469,"Chevy","Blazer","1998","4.3",,
5378,2626,"Ford","E350 - 1FtSE34L28DA48832","2008",,,
5379,1907,"Hyundai","Elantra","2013","1.8 dohc",,
5380,3043,"Chrysler","Town & Country","2006","3.3",,
5381,557,"Chevy","Caprice #13531","1992","5.0",,
5382,3044,"Nissan","Sentra","2001","2.0",,
5383,3045,"GMC","Van","2002",,,
5384,3046,"Chevy","Silverado","2007","4.3",,
5385,87,"Ford","Taurus","2001",,,
5386,3047,"Lincoln","Town Car","2004","4.6",,
5387,557,"Mercury","Marquis","2000 #P73-1349",,,
5388,162,"Chevy","S10  -  #211","2001",,,"211"
5389,1268,"Chevy","Cobalt","2006","2.2",,
5390,3048,"Buick","LaSabre","2000","3.8",,
5391,1637,"Ford","F100","1990","5.0",,
5392,128,"Chrysler","Pacifica","2004","3.5",,
5393,606,"Pontiac","Grand Am","2005","3.4",,
5394,1585,"Chrysler","300","2007","2.7",,
5395,2034,"Dodge","Grand Caravan","2011","3.6 DOHC",,
5396,2034,"Chrysler","300C","2009","5.7 Hemi",,
5397,3049,"Chevy","Silverado","2006","4.8",,
5398,3050,"Infinity","QX4","2001","3.5",,
5399,3088,"Ford","F150","2005","4.6 SOHC",,
5400,3052,"Pontiac","Grand Prix","2006",,,
5401,3053,"Ford","Taurus","2004","3.0 OHV",,
5402,3909,"Jeep","Cherokee","2001","4.0",,
5403,2994,"Dodge","Avenger","2008","2.4 DOHC",,
5404,2538,"Chevy","C1500","1997","5.0",,
5405,519,"Infinity","G35X","2008","3.5 DOHC",,
5406,32,"Chev","Cavalier","2001","2.2",,
5407,669,"GMC","Yukon Denali","2007","6.0",,
5408,3055,"Dodge","Grand Caravan","2002",,,
5409,509,"Lincoln","Navigator","2010",,,
5410,232,"Chevy","Aveo","2011","1.6",,
5411,3056,"Ford","Focus","2002","2.0",,
5412,2868,"Pontiac","Grand Prix","2006","3.8",,
5413,3051,"Chevy","Tahoe","1997","5.7",,
5414,2238,"Dodge","Grand Caravan","2005","3.3",,
5415,1515,"Chevy","Impala","2005","3.8",,
5416,232,"Chevy","S10 - #194","2001 - #194",,,"194"
5417,3058,"Lincoln","Town Car","1985",,,
5418,203,"Mercury","Sable","1999",,,
5419,2488,"Chevy","Monte Carlo","2006","3.9",,
5420,3059,"Buick","LaSabre","2001","3.8",,
5421,3051,"Chevy","Camaro","1996","5.7",,
5422,1464,"Jeep","Liberty","2008","3.7",,
5423,1861,"Mazda","3 Series","2006","2.3 DOHC",,
5424,3060,"Chevy","Trailblazer","2000","4.3",,
5425,2797,"Ford","F250 SuperDuty","1999","5.4",,
5426,2626,"Ford","F250","2012  Lic#331003","6.2",,
5427,3061,"Ford","Escape","2005",,,
5428,1910,"Ford","E350 Van Lic#62422","2008","5.4 SOHC",,"62422"
5429,1059,"Buick","LaCrosse","2007","3.8",,
5430,3062,"GMC","Yukon","2002","5.3 Flex Fuel",,
5431,2870,"Ford","E350","2009","5.4",,
5432,92,"Chevy","Aveo  #288","2008",,,
5433,3063,"Chevy","Uplander","2006","3.5",,
5434,3064,"GMC","Sierra","2005","5.3",,
5435,3065,"Toyota","Tundra","2001",,,
5436,317,"Jeep","Grand Cherokee","1996","5.2",,
5437,3066,"Nissan","Quest","2006",,,
5438,2797,"GMC","1500","1986 2WD","5.0",,
5439,205,"Mazda","Miata","2008",,,
5440,3067,"Isuzu","Rodeo","2000",,,
5441,3069,"Chevy","Silverado","1994","4.3",,
5442,557,"Mercury","Grand Marquis #13501","2000",,,"13501"
5443,3070,"Ford","F150","1991","4.9",,
5444,2350,"Ford","Windstar","2001",,,
5445,3071,"Land Rover","LR3","2008",,,
5446,2797,"Olds","Intrigue","2002","3.5",,
5447,2916,"Chrysler","Town & Country","2006","3.8",,
5448,3072,"Chevy","Silverado","2005",,,
5449,3073,"Pontiac","Grand Am","2004","3.4",,
5450,2749,"Kia","Soul","2012","1.6",,
5451,2877,"Chevy","SSR","2005","6.0",,
5452,854,"Hyundai","Santa Fe","2008","2.7",,
5453,3074,"Toyota","Tacoma","2007",,,
5454,87,"Ford","Taurus","2001","3.0 OHV",,
5455,2971,"Honda","Civic","1998","1.6",,
5456,2971,"Honda","Civic","1998","1.6",,
5457,2965,"Chevy","1500 4WD","1995","5.7",,
5458,3196,"Ford","Mustang","2010","4.0",,
5459,3075,"Ford","F150","1999","2WD",,
5460,3076,"Chevy","Silverada","2003","5.3",,
5461,378,"Dodge","Durango","2000","5.9",,
5462,3077,"Toyota","Carolla","2004","1.8",,
5463,464,"GMC","Sonoma","2002","4.3",,
5464,2861,"Dodge","2500","1998",,,
5465,3078,"Saturn","Aura","2007","3.5",,
5466,69,"Dodge","Ram","2003","4.7 SOHC",,
5467,2435,"Dodge","RAM","2003","4.7 SOHC",,
5468,3079,"Ford","Mustang","2005","4.0",,
5469,3080,"Ford","Expedition","2005","5.4",,
5470,1872,"Dodge","Caravan","2001","3.3",,
5471,1464,"Dodge","Ram 1500","2004","5.7",,
5472,3081,"Mercury","Mountaineer","2003","4.6 SOHC",,
5473,2869,"Chevy","Trailblazer","2008","4.2",,
5474,3082,"Ford","Explorer Sport track","2001",,,
5475,254,"Chevy","S10","2003",,,
5476,3083,"Honda","Accord EX","1996",,,
5477,1910,"Ford","F150 Lic9CC221","1999","4.6 SOHC",,
5478,1402,"Chevy","Cruze","2012","1.8",,
5479,3041,"Ford","Explorer","2002",,,
5480,2189,"Ford","Ranger",,,,
5481,931,"A-","Ram","2010","5.7",,
5482,3084,"Dodge","Ram","2002","4.7",,
5483,56,"Hyundai","Sonata","2008","2.4",,
5484,2867,"Chevy","Trailblazer","2003","4.2",,
5485,2827,"Dodge","Grand Caravan","2007","3.8",,
5486,3085,"Ford","F150","2003","4.6",,
5487,439,"Jeep","Liberty","2003","3.7",,
5488,662,"Mercury","Sable","1999",,,
5489,138,"Pontiac","Grand Prix",,,,
5490,3085,"Ford","Explorer","2005",,,
5491,3086,"Chevy","Cavalier","1997","2.2",,
5492,1186,"Pontiac","G6","2007","3.5",,
5493,3087,"Ford","Escape","2001","3.0",,
5494,901,"Chevy","Cavalier","2002",,,
5495,2626,"Ford","E350 Van","1997 Lic#229148D",,,
5496,3089,"GMC","1500","1991","4.3",,
5497,1854,"Cadillac","Deville","1999","4.6 DOHC",,
5498,3070,"Chevy","Impala","2003",,,
5499,224,"Chevy","HHR","2011",,,
5500,3091,"Nissan","Sentra","2004","2.5 DOHC",,
5501,3091,"Nissan","Sentra","2004","2.5 DOHC",,
5502,220,"Chevy","HHR","2011",,,
5503,82,"Ford","Focus","2009",,,
5504,2650,"Chevy","Cobalt","2008",,,
5505,3092,"Pontiac","Grand Prix","2002",,,
5506,1261,"Ford","Ranger",,,,
5507,3093,"Chrysler","Town & Country","2007",,,
5508,141,"Cadillac","CTS","2004","3.6 DOHC",,
5509,220,"Chevy","Camaro","2010",,,
5510,3094,"Chevy","Cavalier","2003","2.2 DOHC",,
5511,726,"Subaru","Legacy","1995","2.2 SOHC",,
5512,3095,"Chevy","S10","2003","2.2",,
5513,1480,"Ford","Escape","2003","3.0 DOHC",,
5515,483,"Ford","Taurus","2006","3.0",,
5516,69,"Chevy","Lumina","1999","3.1",,
5517,557,"Lexus","ES300","2001",,,
5518,3096,"Ford","Edge","2007","3.5 DOHC",,
5519,557,"Lincoln","Town Car","2003","4.6",,
5520,2244,"Mercury","Sable","2001","3.0 U",,
5521,2244,"Mercury","Sable","2001","3.0",,
5522,2229,"Dodge","Dakota","1997","3.9",,
5523,2869,"Chevy - Command Center","C550","2006",,,
5524,3099,"Mercury","Mystique","1999",,,
5525,1972,"Chevy","S10","1992","4.3",,
5526,2509,"Ford","F150","1999","5.4 SOHC",,
5527,2936,"Ford","Ranger","2003","3.0",,
5528,3100,"Ford","Ranger","2003","3.0",,
5529,3101,"Chevy","Silverado","2003","5.3",,
5530,3102,"Kia","Sedona","2002","3.5 DOHC",,
5531,3103,"Chevy","Cavalier","2005","2.2 DOHC",,
5532,934,"Ford","Windstar","2001","3.8",,
5533,2419,"Chevy","1500","1989","5.7",,
5534,557,"Mercury","Marquis #13745","2003","4.6",,"13745"
5535,3104,"Chevy","Silverado","1999","5.3",,
5536,1341,"Acura","TL","2007","3.2",,
5537,2886,"Chevy","Tahoe LTZ","2007","5.3 Flex",,
5538,2181,"Pontiac","Grand Am","2001","3.4",,
5539,3105,"Ford","Escape","2002","3.0 DOHC",,
5540,901,"Saturn","SL","2002","1.9 SOHC",,
5541,3107,"Buick","LaSabre","1999","3.8",,
5542,3108,"GMC","Jimmy","1997","4.3",,
5543,558,"Chevy","Impala","2008","3.9",,
5544,2886,"Ford","Explorer","2006","Door Code:76269",,
5545,450,"Dodge","Neon","2004","2.0 sohc",,
5546,3109,"Dodge","Stratus","2004","2.4 DOHC",,
5547,1447,"Infinity","M35","2007","3.5 DOHC",,
5548,3110,"Isuzu","Rodeo","2000",,,
5549,2870,"Dodge","Charger - #23","2009","5.7",,"23"
5550,1447,"Infinity",,"2007",,,
5551,3111,"Pontiac","Sunfire","2000",,,
5552,2004,"Ford","Five Hundred","2007","3.0 DOHC",,
5553,1021,"Dodge","Charger Lic#4884","2008","5.7",,
5554,2871,"Dodge","Charger #24","2009","5.7",,"24"
5555,2828,"8","Alero","2002","3.4",,
5556,642,"Ford","Edge","2008","3.5 DOHC",,
5557,557,"Mercury","Marquis","2008","4.6",,
5558,1861,"Toyota","Tacoma","2003","3.4",,
5559,557,"Mercury","Marquis","2008","4.6",,
5560,3113,"Chevy","Silverado","2012","4.3",,
5561,2927,"Chevy","Silverado","1994","4.3",,
5562,557,"Ford","Taurus #13746","2003",,,
5563,1637,"Chevy","3500 HD","2009","6.6 DSL",,
5564,3114,"Saturn","SL2","1998",,,
5565,27,"Chrysler","Town @ Country Van","2000","3.8",,
5566,3115,"Audi"," A6","2002",,,
5567,2608,"Jeep","Wrangler","2006",,,
5568,1300,"Ford","Taurus","1995",,,
5569,667,"Honda","CRV","2008","2.4",,
5570,3116,"Mazda","Miatta","1993",,,
5571,1059,"Ford","F150","2012","3.7",,
5572,3094,,"S10","1998",,,
5573,3117,"Mercury","Grand Marquis","2003","4.6 SOHC",,
5574,3118,"Chevy","Trailblazer","2005","4.2",,
5575,2941,"Honda","Accord","1996","2.2",,
5576,2152,"Ford","Edge","2008","3.5 DOHC",,
5577,854,"Hyundai","Santa Fe","2008","2.7 DOHC",,
5578,3048,"Buick","LaSabre","2000","3.8",,
5579,3121,"Chevy","Cheyenne","1988",,,
5580,3122,"Pontiac","Grand Prix","2005","3.8",,
5581,36,"Pontiac","Grand Prix","2003",,,
5582,1189,"Pontiac","G6","2006",,,
5583,204,"Ford","Taurus","2001","3.0",,
5584,3123,"Dodge","Caravan","2009",,,
5585,2626,"GMC","Savana 3500","1998 - Lic#1232094","5.7",,
5586,3124,"Chevy","Silverado","1990",,,
5587,3029,"Chrysler","Sebring","2009","2.7 DOHC",,
5588,3125,"Chevy","1500","1997","5.7",,
5589,342,"Chevy","Cobalt","2010","2.2 DOHC",,
5590,3126,"Lincoln","Town Car","1989","5.0",,
5591,2363,"Jeep","Commander","2010","3.7",,
5592,2363,"Jeep","Commander","2010","3.7",,
5593,3127,"Dodge","Grand Caravan","2005","3.8",,
5594,2459,"Chevy","Traverse","2010","3.6 DOHC",,
5595,2416,"Hyundai","Sonata","2011","2.4",,
5596,3128,"Chevy","Uplander","2006",,,
5597,3129,"Ford","Escape","2005",,,
5598,558,"Ford","Explorer","2002","4.6",,
5599,3130,"GMC","1500","1989",,,
5600,2998,"Jeep","Cherokee","2002",,,
5601,903,"Mittsibishi","Endeavor","2005",,,
5602,2238,"GMC","Yukon","2002","5.7 Flex",,
5603,3131,"Honda","Accord","2007","3.0",,
5604,3132,"Chevy","1500","1996","4.3",,
5605,3133,"Saturn","Aura XE","2008","3.0",,
5606,3134,"Pontiac","Grand Prix","2008","3.8",,
5607,291,,"Suburban","1999","5.7","4X4",
5608,3135,"Chrysler","Sebring","1999","2.5 SOHC",,
5609,3136,"Mercury","Grand Marquis","2002","4.6",,
5610,3137,"Dodge","Caravan","2003",,,
5611,3126,"Chevy","1500","1993","5.7",,
5612,1118,"Ford","Edge","2008","3.5 DOHC",,
5613,3138,"Mazda","MPV","2004",,,
5614,3139,"Ford","Focus","2005","2.0",,
5615,3140,"Ford","F150","1995","4.9","2WD",
5616,588,"Dodge","Caravan","2001","3.1",,
5617,2626,"Ford","F150","2005 Lic#IL34663W","5.4",,
5618,2497,"Dodge","Ram",,,,
5619,3142,"Dodge","Ram",,,,
5620,2605,"Mercury","Sable","1999",,,
5621,1021,"Chevy","Express Van","2000 Lic#149739","4.3",,
5622,3144,"Chevy","S10","1998","2.2",,
5623,3145,"Pontiac","G6",,,,
5624,528,"Volkswagen","Ruton","2011",,,
5625,405,"Ford","Mustang","2009","4.0",,
5626,1708,"Toyota","Camry","2011","2.5",,
5627,484,"Pontiac","Torrent","2007",,,
5628,1920,"Lincoln","Town Car","2001",,,
5629,308,"Toyota","Camry","2010",,,
5630,325,"Ford","Ranger","1995",,,
5631,3147,"Dodge","Caravan","2000",,,
5632,3148,"Dodge","Challenger","2012",,,
5633,2136,"Mercury","Cougar","1989","3.8",,
5634,318,"Ford","E250 Van","1997  Lic #07519","5.4",,
5635,2626,"Ford - Lic#37236","F250","2006","5.4",,
5636,519,"Infiniti","G35","2008",,,
5637,869,"Oldsmobile","Aurora","1997","4.0",,
5638,3149,"Ford","Escape","2004","3.0",,
5639,3150,"GMC","Savanah Van","2000","5.0",,
5640,666,"Subaru","Outback","2012","4 cyl",,
5641,3151,"Chevy","Trailblazer 2WD","2006","4.2",,
5642,3152,"GMC","1500","1996","4.3",,
5643,3100,"Hyundai","Accent","2000",,,
5644,3154,"Ford","Focus","2000","2.0 DOHC",,
5645,3155,"Buick","Terraza","2007",,,
5646,220,"Chrysler","PT Cruiser","2001",,,
5647,655,"Ford","Expedition","2000","5.4",,
5648,3156,"Chevy","Van G20","1993","350",,
5649,2267,"Honda","Accord","1993",,,
5650,815,"Lexus","ES300","2000","3.0 DOHC",,
5651,3158,"Acura","TL","2003","3.2",,
5652,135,"Chevy","Trailblazer","2006","4.2",,
5653,3159,"Ford","Mustang","1997",,,
5654,3160,"Chevy","Blazer","1995",,,
5655,839,"Chevy","Silverado","2006","5.3",,
5656,3161,"Ford","Ranger","2005","4.0 SOHC",,
5657,3162,"Chevy","Tahoe","2000",,,
5658,329,"Dodge","Durango","2000","4.7",,
5659,557,"Mercury","Grand Marquis","2000 #P731349",,,
5660,2710,,"Silverado","2004",,,
5661,232,"Toyota","Sienna","2009 - #5329",,,
5662,3163,"Dodge","Caravan","1996","3.8",,
5663,1910,"Ford","E350","2013",,,
5664,232,,"S80","1999","2.8",,
5665,3164,"Mercury","Villager Van","2000",,,
5666,3165,"Chrysler","300","2006","5.7",,
5667,3166,"Chrysler","Voyager","2003","3.3",,
5668,3170,"Chevy","Cavalier","2005","2.2 DOHC",,
5669,3168,"Lincoln","Town Car","1994",,,
5670,3169,"Dodge","Ram","1994","5.9",,
5671,723,"Ford","Fusion","2006",,,
5672,102,"Dodge","Ram","1997",,,
5673,3171,"Chevy","Silverado","2004","5.3",,
5674,1355,"Nissan","Altima","1998",,,
5675,,"s","E350","2013 #332",,,
5676,2626,"Ford","E350","2013 #332","5.4",,
5677,1673,"Chevy","Suburban","2003","5.3 4WD",,
5678,3172,"Ford","F150","2007","5.4",,
5679,1673,"Dodge","Stratus","1999","2.4 DOHC",,
5680,3173,"Chevy","Cruse","2011","1.4",,
5681,1811,"Chevy","Avalanche","2005",,,
5682,1837,"Ford","E250 Van","2006 Lic#90-185","5.4",,
5683,3174,"Ford","F150","1995","5.0 2WD",,
5684,3175,"Mercury","Mariner","2007",,,
5685,2484,"Honda","Accord","2001",,,
5686,3176,"Lincoln","Town Car","2003",,,
5687,3177,"Kia","Sorento","2006",,,
5688,3178,"Ford","F150 Crew Cab","2004","5.4",,
5689,612,"Suzuki","SL7","2003","2.7 DOHC",,
5690,3000,"Toyota","Corolla","2003","1.8",,
5691,3179,"Chevy","Malibu","2003","3.1",,
5692,557,"Ford","Taurus","2003 #13745",,,
5693,1910,"Ford Truck Lic#1309658","F150","2013",,,
5694,1811,"Dodge","Durango","2001","5.9",,
5695,3180,"Jeep","Grand Cherokee","2005","4.7 SOHC",,
5696,1677,"Ford","E350","2003","5.4",,
5697,1637,"Chevy","Silverado 2500","2014","6.6 Dsl",,
5698,3181,"Ford","Ranger","1996","2.3 SOHC",,
5699,247,"GMC","Acadia","2007","3.6 DOHC","FWD",
5700,2872,"Ford","Ranger",,,,
5701,1846,"Dodge","Caravan","005","2.4",,
5702,2828,"Hyundai","Sonata","2011",,,
5703,1274,"Chevy","Blazer","1994",,,
5704,3182,"Ford","Windstar","2003","3.8",,
5705,3183,"Jeep",,"2004",,,
5706,3184,"Chevy","Trailblazer","2008",,,
5707,3185,"Honda","Odyssey","2006","3.5",,
5708,1095,"Chevy","Corvette","1985","5.7 OHV",,
5709,232,"Ford","Focus #C5257","2001","2.0",,
5710,961,"Dodge","Nitro","2007","3.7",,
5711,2800,"Chrysler","PT Cruiser","2005","2.4 DOHC",,
5712,557,"Ford","Crown Victoria","2003 #13745",,,"13745"
5713,103,"Ford","Taurus","2000","OHV",,
5714,3187,"Chevy","S10","2001  Lic#68875Z","4.3",,
5715,598,"Pontiac","Grand Am","2003",,,
5716,1647,"Silverado","Chevy 3500","2008","6.6 Diesel",,
5717,3188,"Ford","Taurus","2003","3.0 DOHC",,
5718,3189,"Pontiac","Grand Prix","2006","3.8",,
5719,3190,"Pontiac","Grand Prix","1999","3.8",,
5720,541,"Chevy","Malibu","2008","3.5",,
5721,3191,"Ford","F150","2000","5.4",,
5722,1693,"Ford","Focus","2005","2.0",,
5723,1837,"Chevy","Express Van Lic#36432W","2009","4.8",,
5724,3193,"Chevy","Corsica","1995",,,
5725,2884,"Pontiac","Grand Prix1998","3.8  ss",,,
5726,204,"Lincoln","Truck","2006","5.4",,
5727,1872,"Chevy","Malibu","2003","3.1",,
5728,3194,"Ford","Escape","2005","2.3",,
5729,3195,"Chrysler","Pacifica","2004",,,
5730,4752,".",".",".",".",".",
5731,2307,"Ford","Fusion","2007",,,
5732,1059,"Ford","F150","2012","3.7",,
5733,3130,"Chevy","Silverado","2005",,,
5734,1545,"Ford","Taurus","1998","3.0 OHV",,
5735,1170,"Ford","Explorer","2011","3.5",,
5736,3198,"Mercury","Grand Marquis","2000",,,
5737,1637,"Ford","F250","2000","7.3 Dsl",,
5738,3199,"Mazda","Speed 6","2006",,,
5739,931,"Ford","F150","2023","3.5",,
5740,2435,"Chevy","Silverado","2010","5.3",,
5741,1400,,"Uplander","2006","3.5 OHV",,
5742,1550,"Chevy","Lumina","1999",,,
5743,3203,"Chevy","Lumina","1999",,,
5744,73,"Ford","F150","2012","3.7",,
5745,3204,"Chevy","Corvette","1988",,,
5746,3205,"Ford","Explorer","2002","4.0 SOHC  4WD",,
5747,1910,"Ford","E350 Van","1997 Lic#299148D",,,
5748,635,"Nissan","Rogue","2011",,,
5749,3207,"Nissan","Rogue","2011",,,
5750,3208,"Chrysler","Town & Country","2005","3.8",,
5751,2432,"Chevy","Impala","2007","3.5",,
5752,2229,"Ford","F150","1996","4.1",,
5753,3210,"Chevy","Equinox","2005","3.4",,
5754,3211,"Cadillac","CTS","2003",,,
5755,179,"Lincoln","MKZ","2007","3.5",,
5756,2313,"Ford","Taurus","1999",,,
5757,829,"Dodge","Durango","2002","4.7",,
5758,2600,"Chevy","Suburban","1997",,,
5759,3212,"Chevy","Cavalier","2001",,,
5760,511,"Chrysler","Sebring","2006","2.7 DOHC",,
5761,930,"Chevy","Cruze","2013","1.8 DOHC",,
5762,3023,"Pontiac","Grand Prix","2006","3.8","FWD",
5763,1316,"Chevy","Cobalt","2006","2.2",,
5764,2030,"Buick","Regal","2000","3.8",,
5765,1637,"Ford","F350","2003","6.0 DSL",,
5766,3213,"Pontiac","Grand Prix","2001","3.8",,
5767,891,"Dodge","Caravan","2010","3.8",,
5768,1116,"Toyota","Camry","2007","3.5 DOHC",,
5769,1305,"Olds","Alero","2004","3.4",,
5770,3214,"Honda","Civic","1994",,,
5771,3131,"Ford","F150","2005","5.4  4X4",,
5772,146,"Buick","Lacrosse","2012","2.4",,
5773,887,"Honda","Pilot","2009","3.5",,
5774,3215,"Ford","Escort","1998","2.0 SOHC",,
5775,3216,"Chevy","Blazer","1997","4.3",,
5776,3217,"Ford","Crown Victoria","2005","4.6",,
5777,3218,"Nissan","Altima","2004","3.5 DOHC",,
5778,3085,"Chevy","Silverado  LT","2009 4X4","5.3",,
5779,2060,"Lexus","ES 350","2009","3.5",,
5780,3219,"Olds","88","1997",,,
5781,2136,"Oldsmobile","Cutlass Ciera","1996",,,
5782,1268,"Dodge","Neon","2005",,,
5783,3220,"Chevy","C2500","1996","5.7",,
5784,3221,"Cadillac","ElDorado","1998",,,
5785,931,"Chevy","Equinox","2011","2.4",,
5786,3222,"Jeep","Commander","2008",,,
5787,3223,"Chevy","Malibu","2004","3.5",,
5788,381,"Pontiac","Firebird","1994",,,
5789,3054,"Dodge","Ram","2010","4.7",,
5790,3224,"Mercury","Marquis","2003",,,
5791,1658,"Mercury","Mariner","2008","2.3  DOHC",,
5792,3225,"Ford","F150","1995","5.0",,
5793,22,"Ford","F150  XLT  - 4X4","2011","5.0",,
5794,3226,"Oldsmobile","Aurora","1998","4.0",,
5795,1795,"Mercury","Grand Marquis","1999","4.6 SOHC",,
5796,543,"Dodge","Dakota","1998","5.2",,
5797,383,"Chevy","S10","1998","4.3",,
5798,3227,"Dodge","Neon","2005","2.0",,
5799,1449,"Dodge","Dakota","1992","3.9",,
5800,278,"Toyota","Avalon","2013",,,
5801,2350,"Ford","Taurus","2004",,,
5802,3229,"Ford","Taurus","2004","3.0 OHV",,
5803,3230,"Ford","F150","2007","5.4",,
5804,934,"Dodge","Caravan","2005","3.3",,
5805,2671,"Acura","Integra","1998","1.8 DOHC V Tech",,
5806,3233,"Ford","F150","1999","4.6",,
5808,141,"Ford","Focus","2003",,,
5809,141,"FORD","EXPLORER","1998",,,
5810,1668,"Dodge","Caliber","2008","2.0 DOHC",,
5811,1001,"Mercury","Grand Marquis","2005","4.6",,
5812,2976,"Chrysler","Town & Country","2008",,,
5813,3234,"Pontiac","Grand Prix","2007",,,
5814,3235,"Nissan","Altima","2006","3.5 DOHC",,
5815,2118,"Ford","F250","2013",,,
5816,2773,"Chevy","S10","1992",,,
5817,3236,"Ford","Fiesta","2013",,,
5818,3108,"Buick","Century",,,,
5819,874,"Dodge","Durango","2007","4.7","4WD",
5820,3237,"Nissan","Murano","2004","3.5",,
5821,2015,"Chevy","Uplander","2007",,,
5822,3238,"Mercury","Villager Minivan","1999","3.3 SOHC",,
5823,3239,"Kia","Sorento","2005",,,
5824,1637,"Chevy","Silverado","2009","6.6 Dsl",,
5825,82,"Ford","Focus","2009","2.0",,
5826,2585,"Mercury","Grand Marquis","2000","4.6",,
5827,1086,"Ford","Taurus","2001","3.0","Fwd",
5828,2671,"Chevy","Impala","2005","3.4",,
5829,2365,"Hyundai","Sonata","2011",,,
5830,305,"Saturn","Vue","2008","3.6",,
5831,3240,"Chevy","Corvette","2004","5.7",,
5832,3241,"Chevy","Suburban","2003","5.3",,
5833,1300,"Mercedes","300 CE","1993",,,
5834,3236,"Ford","Fiesta","2013   Lic #S296738","1.6   J",,
5835,3213,"Pontiac","Bonneville","1997",,,
5836,3242,"Mazda","CX72007","2.3 DOHC",,,
