id,customer_id,make,model,year,engine,drive_type,fleet_no
3031,1779,"Neon",,"1994",,,
3032,203,"Pontiac","Grand Am","1998",,,
3033,1088,"Pontiac","Grand Prix","2004",,,
3034,1288,"Dodge","Neon","2000",,,
3035,1780,"Kia",,,,,
3036,1781,"Mercury","Marquis","1994",,,
3037,1546,"Buick","Skylark","1993",,,
3038,216,"Honda","Civic","2007","1.8",,
3039,2459,"Ford","Taurus","2001",,,
3040,22,"Ford","F150","2007","5.4",,
3041,1059,"Mercury","Sable","1998",,,
3042,296,"Chevy","Cavalier","2004",,,
3043,1782,"Ford","Aerostar Van","1997",,,
3044,1783,"Ford","Ranger","1994",,,
3045,1784,"Chevy","Impala","2005","3.8",,
3046,1785,"Cadillac",,"2003",,,
3047,557,"Buick","ROADMASTER #9732","1992",,,"9732"
3048,361,"Chevy","C3500 7.4","2000",,,
3049,1786,"Pontiac","Grand Prix","1993",,,
3050,318,"Ford","Windstar Van  3.8","1999",,,
3051,1788,"Ford","F150","1999",,,
3052,1789,"Dodge","Caravan","1998","1998",,
3053,1790,"GMC","1500 5.7","1990",,,
3054,4752,".",".",".",".",".",
3055,1791,"Ford","Taurus","1996",,,
3056,224,"Chevy","Trailblazer","2003",,,
3057,141,"Ford","Explorer",,,,
3058,1792,"Ford","Ranger","1999",,,
3059,1793,"Chevy","Caprice","1991",,,
3060,1794,"Pontiac","Grand Prix GT","2002","3.8",,
3061,1795,"Chevy","Express Van","1999",,,
3062,1796,"Hyundai","Elantra","2001",,,
3063,1801,"Chevy","Monte Carlo","1998","3.8",,
3064,442,"Ford","F250 Diesel","2000","7.3",,
3065,912,"Ford","Econoline 150","1998",,,
3066,1598,"BMW","X5 3.0","2002",,,
3067,569,"Ford","Taurus","2007","3.0",,
3068,141,"Toyota",,"1991",,,
3069,1797,"Olds","Silouette","2000",,,
3070,1798,"Ford","Escape","2001",,,
3071,1082,"Ford","F150","1995",,,
3072,1799,"Dodge","Dakota","2000",,,
3073,1562,"Chevy","Van","1997",,,
3074,1800,"Ford","Mustang","1994",,,
3075,227,"Buick","Lacerne","2006",,,
3076,1801,"Lincoln","Town Car","1990",,,
3077,1773,"Chevy","Cavalier","1999",,,
3078,693,"GMC","Vandura Van","1988",,,
3079,1803,"Ford","Windstar","1999",,,
3080,52,"Chevy","Monte Carlo","1997",,,
3081,1804,"Ford","Escort",,,,
3082,1805,"Ford","Mustang","2002",,,
3083,1806,"Pontiac","Grand Am","2000",,,
3084,1807,"Dodge","Ram 5.9","1999",,,
3085,1438,"Ford","Explorer","2004",,,
3086,1808,"Toyota","Camry","1989",,,
3087,1809,"Mittsibishi","Eclipse","2000",,,
3088,1811,"Olds","88","1990",,,
3089,1812,"Dodge","Dakota","1987",,,
3090,1813,"Mercury","Sable","1999",,,
3091,1033,"Buick","Park Avenue","1994",,,
3092,407,"Chevy","Cavalier","1995",,,
3093,1814,"Chevy","Corsica","1996",,,
3094,1815,"Ford","F150","1980",,,
3095,1816,"Jeep","CJ7","1985",,,
3097,1555,"Jeep","Cherokee","1996","4.0",,
3098,355,"Ford","Tempo","1989","2.3","FWD",
3099,1819,"Chevy","Suburban","1996","5.7",,
3100,1670,"Dodge","Ram","2000","5.9 Diesel",,
3101,1743,"Pontiac","Grand Prix","1998","3.8",,
3102,573,"Chevy","Blazer","2002",,,
3103,318,"Chevy","Express Van 1500","2000","4.3",,
3104,156,"Acura",,"2004",,,
3105,1822,"Pontiak","Aztek","2001",,,
3106,1257,"Ford","ZX2","1998","2.0","fwd",
3107,1823,"Jeep","Grand Cherokee","2002",,,
3108,825,"Chevy","Impala Wagon","1980",,,
3109,1824,"Buick","LaSabre","2004",,,
3110,1825,"Cadillac",,"1991","4.9",,
3111,1826,"Plymouth","Voyager","1998",,,
3112,1065,"Toyota","RAV 4","2007",,,
3113,1827,"dodge","Ram","1997",,,
3114,1828,"Mittsibishi","Ecllipse","2003",,,
3115,1829,"Ford","Ranger","1994","4.0","4wd",
3116,73,"Pontiac","Aztec","2004",,,
3117,1830,"Mercury","Grand Marquis","1997",,,
3118,1831,"Ford","Escort","1998","2.0",,
3119,1833,"Ford","Ranger","1993",,,
3120,220,"Ford","Explorer","2007",,,
3121,1834,"Chevy","Cavalier","2002",,,
3122,224,"Dodge","Stratus","2000",,,
3123,1077,"Dodge","Truck","1986",,,
3124,1835,"Chevy","Cavalier","2004",,,
3125,1836,"Chevy","Blazer","1988",,,
3126,1488,"dodge","Dynasty","1991",,,
3127,1837,"Chevy","3500 Van","2001","5.7",,
3128,113,"Chevy","Camaro","1992","3.1","Rwd",
3129,1698,"Chevy","Suburban","1999","5.7",,
3130,1838,"Chevy","Malibu","2001",,,
3131,4752,".",".",".",".",".",
3132,1840,"Chevy","Silverado","2003","4.8",,
3133,1336,"Ford","Crown Victoria","1997",,,
3134,248,"Buick","LaSabre","1999",,,
3135,1841,"Chevy","S10","1997",,,
3136,358,"Chevy","S10","1998",,,
3137,27,"Dodge","Ram1500","2002","5.9",,
3138,1484,"Chevy","Blazer","1998",,,
3139,1842,"Olds","Regency","1996",,,
3140,1793,"Ford","Crown Victoria","1997","4.6",,
3141,1843,"Geo",,"1993",,,
3142,1844,"Chevy","Astro Van","1997",,,
3143,1846," -0","Truck","1997",,,
3144,557,"Mercury","Marquis","2001 #9748",,,
3145,508,"Ford","Taurus","1991","3.0",,
3146,835,"Chrysler","Town & Country Van","2004",,,
3147,1847,"Mazda","Truck","1999",,,
3148,1349,"Toyota","FJ Cruiser","2007",,,
3149,318,"Ford","Explorer","2000",,,
3150,787,"Ford","F150",,,,
3151,318,"Ford","E250 Lic 125724","2001",,,
3152,1848,"Mercury","Mystique","1999",,,
3153,144,"Chevy","S10","2003",,,
3154,220,"Chevy","Cobalt","2007",,,
3155,321,"Nissan",,"1981",,,
3156,1268,"Dodge","Ram","2004","5.7",,
3157,1850,"Olds","Acheiva","1998",,,
3158,1851,"Nissan","Altima","1993","2.4",,
3159,1852,"Olds","Cutlass",,,,
3160,1853,"Chrysler","Sebring","2000","2.5 SOHC",,
3161,726,"Buick","Century","1991",,,
3162,1854,"Toyota","Sequoia","2004",,,
3163,1744,"Lincoln","Continental","1998",,,
3164,1855,"Chevy","S10","2000","2.2",,
3165,1856,"Saturn",,"2003",,,
3166,1857,"Chevy","Caprice","1990",,,
3167,1468,"Dodge","Stratus","2006","2.4",,
3168,2090,"Pontiac","Grand Am","1995",,,
3169,1073,"Ford","F150","2001","4.2",,
3170,653,"Mercury","Sable","2003","3.0",,
3171,1858,"Ford","Escort ZX2","2001",,,
3172,1323,"Dodge","Durango","2000","5.9",,
3173,330,"Ford","Explorer","2006",,,
3174,94,"Pontiac","Sunfire","2004",,,
3175,1859,"Olds","Intrigue","1999","3.5",,
3176,1798,"Ford","F150","1993",,,
3177,1860,"Dodge","Caravan","2000",,,
3178,1861,"Pontiac","Sunfire","1996",,,
3179,1082,"Chevy","Cavalier","2004",,,
3180,1862,"Pontiac","Aztek","2002",,,
3181,1863,"Toyota",,"1997",,,
3182,1118,"Mercury","Villager","1997","3.0 sohc",,
3183,1326,"Chevy","Beretta","1994",,,
3184,1864,"Saturn",,"1996",,,
3185,262,"Kia","Sportage","2002",,,
3186,1431,"Ford","Econoline E150","1989","4.9","Rwd",
3187,1554,"Dodge","Ram","2002","4.7",,
3188,1630,"Mercury","Villager","1995",,,
3189,512,"Ford","F150","2005",,,
3190,265,,"Windstar","2003","3.8",,
3191,1867,"Dodge","Truck","1982",,,
3192,1268,"Pontiac","Grand Am",,,,
3193,203,"Mitsibishi","Gallant","1995","3.0",,
3194,1868,"GMC","Envoy","2003",,,
3195,1190,"Ford","Explorer","1998",,,
3196,542,"GMC","1500","2002","4.3",,
3197,1413,"Pontiac","Grand Prix","2002",,,
3198,1871,"Ford","Escort","1997",,,
3199,1872,"Hyundai","Sonata","2002",,,
3200,515,"Lincoln","Town Car","2002","4.6 W",,
3201,1873,"BMW",,"1995",,,
3202,1106,"Ford","Ranger","2003",,,
3203,557,"Lexus",,,,,
3204,1874,"Dodge","Intrepid","1999",,,
3205,1875,"Ford","F150","1987",,,
3206,517,"Honda","Accord","1999","3.0",,
3207,1876,"Chevy","1500 Truck","1992","4.3",,
3208,1873,"BMW","5251","2003","2.5",,
3209,1877,"Chevy","Express Van","2002","5.7",,
3210,1878,"Honda","Element","2007",,,
3211,1879,"FORD","Escape","2002",,,
3212,1880,"Chrysler","Town & Country Van","2005","3.3",,
3213,378,"Dodge","Durango","2003","4.7",,
3214,1844,"Chevy","Monte Carlo","2000","3.8",,
3215,1881,"Chevy","Corsica","1994",,,
3216,1882,"Mercury","Villager","1994","3.0 SOHC",,
3217,1883,"Lincoln","LS","2000",,,
3218,1884,"Mercury","Sable","1992",,,
3219,1075,"/.","Voyager","2001",,,
3220,1885,"Chrysler","Voyager","2001",,,
3221,1886,"Buick","Century","2003",,,
3222,1677,"Chevy","Blazer","2004",,,
3223,73,"Olds","Silouette Van","1994","3.8",,
3224,541,"Pontiac","Bonneville","1993",,,
3225,193,"Dodge","Neon","2004",,,
3226,2394,"Geo","Metro","1994",,,
3227,1887,"Chevy","Silverado","1991",,,
3228,1122,"Mercury","Grand Marquis","2000","4.6",,
3229,1888,"Dodge","Neon","2003","2.0",,
3230,1889,"Chevy","S10","2000",,,
3231,1890,"Chevy","S10","1998",,,
3232,1891,"Chevy","Impala","2004","3.8",,
3233,209,"Dodge","Dakota","2000",,,
3234,224,"Pontiac","Torrent","2006",,,
3235,1892,"Ford","Escort","2003",,,
3236,1519,"Dodge","Durango","2005",,,
3237,1893,"Dodge","Dakota","2000",,,
3238,580,"Ford","F150","1999",,,
3239,1894,"Dodge","Avenger","1998",,,
3240,1448,"Dodge","Stratus","1997",,,
3241,1895,"Ford","Taurus","1999",,,
3242,48,"Ford","Focus","2002",,,
3243,220,"Ford","Taurus",,,,
3244,1896,"Mercury","Grand Marquis","1999",,,
3245,1897,"d","LaSabre","1998",,,
3246,523,"Chevy`","Tahoe","2000",,,
3247,1898,"Chevy","Silverado","1996",,,
3248,4752,".",".",".",".",".",
3249,1900,"Chevy","Truck","1991",,,
3250,1901,"Ford","F150","1989",,,
3251,1902,"Olds","88","94",,,
3252,1903,"Mazda","MPV","2000","2.5 DOHC",,
3253,472,"Buick","Park Avenue","1988","3.8",,
3254,1904,"Ford","Crown Victoria","1996",,,
3255,1905,"Ford","Explorer","1997","4.0",,
3256,669,"Motor Home",,,,,
3257,511,"Chevy","Cobalt","2006",,,
3258,1906,"Ford","Expedition","1997","5.4",,
3259,1907,"Ford","Escape","2002",,,
3260,662,"Dodge","Stratus","2002","2.4 sohc",,
3261,1908,"Chevy","Astro Van","1999",,,
3262,1703,"Dodge","Ram","1998",,,
3263,810,"Chevy","Aveo","2004",,,
3264,1909,"Ford","Taurus","2000",,,
3265,1910,"Ford","F150","2003","4.6",,
3266,1911,"Volkswagen","Cabrio","2000","2.0 SOHC",,
3267,1912,"Ford","Windstar Van","1996",,,
3268,1913,"Oldsmobile","Cutlass Cierra","1986","2.5",,
3269,572,"Hyundai","Sonata","2006","3.3","f",
3270,537,"Dodge","Durango","1999","5.2",,
3271,1914,"Pontiac","Montana","2001",,,
3272,1915,"Ford","Taurus","202","3.0 OHV",,
3273,1916,"Plymouth","Voyager`","1995",,,
3274,1118,"Ford","Ranger","2001","4.0 SOHC",,
3275,1187,"Olds","Alero","1999","3.4"," OHV",
3276,56,"Dodge","Ram","2002","5.9",,
3277,1596,"Geo","Metro","1996",,,
3278,1917,"Ford","Crown Victoria","1989",,,
3279,845,"Ford","Focus","2002","DOHC",,
3280,557,"Lincoln","Town Car","1997  #10320",,,
3281,698,"Buick","LaSabre","1997",,,
3282,1919,"Toyota","Camry","1999",,,
3283,1920,"Buick","Century","1987",,,
3284,1921,"Mercury","Cougar","2001",,,
3285,1922,"Ford","F250","1989","4.9",,
3286,954,"GMC","Envoy","2004","4.2 DOHC",,
3287,1922,"Pontiac","Grand Prix","2002","3.8",,
3288,1923,"Mercury","Grand Marquis","2000","4.6 SOHC",,
3289,21,"Jeep","Patriot","2008",,,
3290,1059,"Chevy","Cobalt","2007",,,
3291,1924,"Toyota","Camry","2002","2.4 DOHC",,
3294,1926,"Pontiac","Montana",,,"fwd",
3295,1927,"Ford","Taurus","1996",,,
3296,1797,"Pontiac","Grand Am","1996",,,
3297,1928,"Chevy","Impala","2003",,,
3298,1929,"Ford","F150","1997","4.2",,
3299,1166,"Olds","Regency","1994",,,
3300,1382,"Chevy `","Tracker","2001","2.5 w/4Engine Code",,
3301,962,"Mazda","626","1997","2.0 DOHC",,
3302,1930,"Ford","F150","1997","4.6 SOHC",,
3303,1398,"Nissan","Maxima","1999",,,
3304,1931,"Dodge","Caravan","2001",,,
3305,1932,"Chevy","MALIBU",,"1999",,
3306,1933,"Chevy","Malibu","1999",,,
3307,1934,"Chevy","Malibu","2003",,,
3308,1842,"GMC","Jimmy","2000",,,
3309,1935,"Jeep","Grand Cherokee","2002",,,
3310,1936,"Ford","Ranger","2003","3.0",,
3311,1937,"Cadillac","Eldorado","1995","4.6 DOHC",,
3312,1938,"Ford","Mustang","1984",,,
3313,1086,"Ford","Van",,,,
3314,1939,"Buick","Roadmaster","1992",,,
3315,1940,"Ford","F250","1996",,,
3316,1941,"Mercury","Marquis","1989",,,
3317,93,"Dodge","Ram","2002",,,
3318,1942,"Chevy","S10","1993",,,
3319,1015,"Chevy","Trailblazer","2003",,,
3320,1943,"Ford","Taurus","2000",,,
3321,669,"Toyota","Camry","2004",,,
3322,1944,"Chevy","Blazer","1995",,,
3323,1945,"GMC","Yukon","1997",,,
3324,376,"Pontiac","Firebird",,,,
3325,1946,"Pontiac","Firebird",,,,
3326,1380,"Ford","F150","2005",,,
3327,1947,,"Altima","1999",,,
3328,642,"Chevy","S10","2000","2.2",,
3329,1948,"Ford","Taurus","2000","3.0 ohv",,
3330,225,"Nissan","Altima","1999",,,
3331,1949,"Chevy","1500","1997",,,
3332,1950,"Chrysler","Town and Country","2002",,,
3333,1951,"Mercury","Tracer","1994",,,
3334,1952,"Buick","Century","1996",,,
3335,1953,"Pontiac`","Fiero","1984","2.5L",,
3336,1954,"Chrysler","Town and Country Van","1999",,,
3337,1955,"Ford","Explorer","2000",,,
3338,1947,"Ford","Tempo","1993",,,
3339,596,"Ford","F150","1998",,,
3340,1957,"Toyota","Camry","1990",,,
3341,1163,"Ford","Mustang","1991",,,
3342,321,"Cadillac","Eldorado","1995",,,
3343,1958,"Dodge","Neon","2000",,,
3344,1959,"Chrysler","PT Cruiser","2002",,,
3345,1960,"GMC","Suburban","1998",,,
3346,874,"Dodge","Dakota","2003",,,
3347,1961,"Honda","Accord","1994",,,
3348,1963,"Chevy","Silverado","2000",,,
3349,1964,"Ford","Ranger","1994",,,
3350,1965,"Dodge","Dakota","1995",,,
3351,1966,"Chevy","Lumina","1997",,,
3352,836,"Mitsubishi","Montero Sport","1999","3.0","4wd",
3353,1967,"Chevy","Corsica","1991",,,
3354,1968,"Chevy","Uplander","2005",,,
3355,1646,"Chevy","Cavalier","1997",,,
3356,1969,"Saturn",,"1996",,,
3357,1970,"Nissan","Altima","2001",,,
3358,1107,"Chevy","S10","1999",,,
3359,191,"Dodge","Neon","2005",,,
3360,694,"Dodge","Truck",,,,
3361,1972,"Ford","Crown Victoria","1991","5.0",,
3362,1973,"Dodge","Caravan","2003","3.3",,
3363,1081,"Lincoln","Town Car","2004",,,
3364,669,"Chevy","Corvette",,,,
3365,669,"Mazda","626","2002",,,
3366,1974,"Dodge","Durango","2002",,,
3367,1975,"Pontiac","Grand Am","2003",,,
3368,1976,"Chevy","Blazer","1996",,,
3369,1977,"Ford","Ranger","1996",,,
3370,1978,"Chevy","Suburban","2004",,,
3371,1979,"Pontiac","Grand Am","1989",,,
3372,557,"Mercury","Grand Marquis","1993  Lic#10321",,,
3373,1980,"Dodge","Stratus","2000",,,
3374,1670,"Ford","Expedition","1998",,,
3375,1981,"Chevy","Equinox","2006",,,
3376,1982,"Olds","Cierra","1995","3.1","Fwd",
3377,1983,"Olds","Acheiva","1996",,,
3378,1980,"Oldsmobile",,"1990",,,
3379,1984,"Ford","Escort ZX2","1999",,,
3380,1985,"Ford","Focus","2001",,,
3381,189,"Dodge","Durango","2005",,,
3382,603,"Chrysler","New Yorker","1988",,,
3383,1986,"Acura",,"1987",,,
3384,1596,"Dodge","Ram",,,,
3385,1987,"Oldsmobile","Cutlass Ciera","1996","3.1",,
3386,1326,"Olds","88","1994",,,
3387,1592,"Chevy","Cavalier","1999",,,
3388,1988,"Honda","Pilot","2004","3.5L SOHC",,
3389,,"Saturn",,"2000",,,
3390,3450,"Buick","Rendezvous","2006","3.5",,
3391,1990,"Chevy","Van","1996",,,
3392,838,"Ford","F150","2004",,,
3393,1287,"Oldsmobile","Silouette","2001",,,
3394,56,"Pontiac","Grand Am","2002","3.4 OHV",,
3395,1268,"Pontiac","Firebird","1991",,,
3396,4752,".",".",".",".",".",
3397,1992,"Mercedes",,"1984",,,
3398,1023,"Pontiac","Sunfire","1999",,,
3399,1993,"Nissan","Altima","1999","2.4",,
3400,1484,"Dodge","Dakota","2000",,,
3401,1994,"Ford","Expedition","2003",,,
3402,1250,"Toyota","Camry","2002",,,
3403,1844,"Chevy","Silverado","1998","4.3  4WD",,
3404,1974,"Chevy","Cavalier","1994",,,
3405,1447,"Chrysler","Town & Country Van","2001",,,
3406,1995,"Ford","F150","1995",,,
3407,1996,"Chevy","MALIBU","2001",,,
3408,1997,"Dodge","Ram","2003",,,
3409,1998,"Chevy"," Blazer","1995",,,
3410,1665,"Chevy","s10","1998",,,
3411,1999,"Dodge","Caravan","1999",,,
3412,1257,"Geo","Prism","1992",,,
3413,2000,"Chevy","Baretta","1993",,,
3414,400,"Dodge","Neon","2001",,,
3415,375,"Mazda","2500 Truck","2000",,,
3416,209,"Buick","LaSabre","2003",,,
3417,757,"Chevy","Silverado 1500","2003","5.3","4wd",
3418,661,"Chevy","Truck","1995",,,
3419,2001,"Ford","Excursion","2000",,,
3420,2002,"Ford","Focus","2001",,,
3421,2003,"Chevy","Malibu","2000",,,
3422,2004,"Hyundai","Elantra","1999",,,
3423,1005,"Toyota","Yaris","2007",,,
3424,87,"Chevy","Malibu","2008",,,
3425,2006,"Ford","F Super Duty 7.3","1995",,,
3426,1065,"Honda","CRV","2008",,,
3427,2007,"Ford","F150","1993",,,
3428,1065,"Honda","Accord","2008","2.4",,
3429,913,"Chrysler","Town and Country","2002",,,
3430,2008,"Toyota","Corolla","2003",,,
3431,2009,"Dodge","Neon","2002",,,
3432,2828,"Dodge","Ram","1996",,,
3433,1939,"Lincoln`","Town Car","1996",,,
3434,2011,"Mercury","Marquis","1996",,,
3435,2012,"Pontiac","Grand Am","1997","3.1L",,
3436,1064,"Chrysler","Sebring","2004",,,
3437,682,"Ford","Ranger","1994",,,
3438,1204,"Ford","Escape","2002",,,
3439,2013,"Chevy","Astro Van","1999","4.3L",,
3440,2014,"Chevy","Silverado","2000",,,
3441,2015,"Ford","Windstar","2002",,,
3442,2009,"Chevy","Lumina","1998",,,
3443,2016,"Ford","Explorer","2002",,,
3444,557,"Mercury","Grand Marquis Lic#9815","2000",,,
3445,565,"Nissan","Altima","1999","2.4L",,
3446,618,"Buick","Century","2002","3.1",,
3447,2017,"Ford","Mustang","1998",,,
3448,2018,"BMW",,"1997",,,
3449,2019,"Chevy","Malibu","2004",,,
3450,1298,"Dodge","Neon","1995",,,
3451,2020,"Chevy","Trailblazer","2002","4.2",,
3452,2006,"Chevy","Tow Truck","1995",,,
3453,994,"Chrysler","300","2002",,,
3454,1728,"Ford","F150","2003","5.4 SOHC",,
3455,1038,"Dodge`","Stratus","2005",,,
3456,2021,"Ford","Taurus","2003",,,
3457,2022,"Saturn",,"1993",,,
3458,2023,"Dodge","Caravan","1999",,,
3459,2024,"Saturn",,"1994",,,
3460,92,"Chevy","Aveo  #316","2006",,,
3461,2025,"Pontiac","sunfire","1998",,,
3462,2026,"Buick","LaSabre","1986",,,
3463,329,"Chevy","Cavalier","1991",,,
3464,2027,"Ford","Focus","2003",,,
3465,2028,"Olds","88","1977",,,
3466,220,"Chevy","Monte Carlo","2003",,,
3467,400,"Dodge","Stratus","2006",,,
3468,1830,"Pontiac","Grand Am",,,,
3469,355,"Chrysler","PT Cruiser","2002","2.4",,
3470,2029,"Dodge","Ram","2001",,,
3471,2030,"Pontiac","Grand Prix","2001",,,
3472,2031,"Chevy","S10","1996",,,
3473,2032,"Ford","F150","2005",,,
3474,150,"Mazda","3","2008",,,
3475,2033,"Mercury","Tracer","1994",,,
3476,557,"Mercury","Marquis","2000 Car 9815",,,
3477,1931,"GMC","Jimmy","1997",,,
3478,1305,"Ford","Probe","1995","2.0",,
3479,670,"Pontiac","Grand Am","2004",,,
3480,1362,"Cadillac",,"1993",,,
3481,2034,"Dodge","Caravan","2005",,,
3482,2035,"Ford","Taurus","2001",,,
3483,2036,"Jeep",,"1994",,,
3484,1759,"Chevy","Suburban","2000",,,
3485,2037,"Pontiac","Grand Am","1997",,,
3486,150,"Mazda","3","2008",,,
3487,553,"Ford","F150","1999","5.4",,
3488,2038,"Dodge","Dakota","1996",,,
3489,1678,"Pontiac","Bonneville","2000",,,
3490,2039,"Hyundai","Sonata","2011","2.4 DOHC",,
3491,2040,"Chrysler","Town and Country","2005","3.3",,
3492,2041,"Pontiac","Montana","2003",,,
3493,810,"Chevy","Tahoe","2005",,,
3494,2042,"Dodge","Caravan","2000",,,
3495,2043,"Pontiac","Grand Am","2002",,,
3496,2044,"Saturn","LS","2001","2.2",,
3497,224,"185902",,"2005",,,
3498,2337,"Cadillac","SLS","1995","4.6","fwd",
3499,2045,"Chevy","1500","1998","5.7",,
3500,2046,"Ford","Windstar","1998",,,
3501,219,"Chevy","Cavalier","1998","2.2",,
3502,1652,"Chrysler","PT Cruiser","2005",,,
3503,2047,"Ford","Escape","2005",,,
3504,2048,"Chevy","Impala","1977",,,
3505,2044,"Saturn",,"2001",,,
3506,2050,"Ford","F150","2007",,,
3507,2050,"Ford"," E150 Van","2003","4.2",,
3508,1964,"Ford","Escort zx2","2002","2.0","fwd",
3509,2051,"Ford","F150","2004","5.4",,
3510,2052,"Ford","F150","1988",,,
3511,2053,"Saturn","SL","1997",,,
3512,318,"Ford","Explorer","2001","5.0",,
3513,2054,"Mercury","Villager Van","1996","3.0 SOHC",,
3514,264,"Honda","Accord","1993",,,
3515,1890,"Ford","Ranger","1993",,,
3516,1127,"Dodge","Ram 1500","1993","5.2",,
3517,2056,"Chrysler","PT Cruiser","2001",,,
3518,558,,"S70","1998","2.4 DOHC",,
3519,2054,"Lincoln","Town Car","1993",,,
3520,2057,"Mazda","Truck","1998",,,
3521,2058,"Toyota","Tacoma","2.4 DOHC",,,
3522,2059,"Chevy","Cavalier","1993","3.1L",,
3523,1497,"Nissan","Pathfinder","1998","3.3",,
3524,2060,"Chevy","Monte Carlo","2002",,,
3525,2061,"Chevy","Monte Carlo","2003",,,
3526,1259,"Chevy","Monte Carlo","2007","3.5L",,
3527,2007,"Mercury","Sable","1998",,,
3528,2062,"Freightliner",,"2005",,,
3529,585,"Ford","Ranger","1993",,,
3530,2064,"Chevy","1500","1998",,,
3531,1002,"Mercury","Tracer","1994","1.9",,
3532,2065,"Ford","Contour","1996",,,
3533,232,"Ford","Focus","2005",,,
3534,1102,"Olds","Cutlass",,,,
3535,2066,"Olds Cutlass",,,,,
3536,43,"Pontiac","Montana","2004",,,
3537,2067,"Kia","Rio","2002",,,
3538,4752,".",".",".",".",".",
3539,912,"Lincoln",,"1993",,,
3540,2069,"Mercury","Marquis","2000",,,
3541,2070,"GMC","1500","1997",,,
3542,2071,"Ford","F150","1997",,,
3543,2072,"Ford","Windstar","1999","3.8",,
3544,1463,"Chevy","1500","2002","5.3L",,
3545,2073,"Toyota","Camry","2003","2.4L DOHC",,
3546,1486,"Chrysler","LaBaron","1992",,,
3547,2074,"Chevy","Blazer","2000",,,
3548,645,"Chevy","Impala","2005",,,
3549,2029,"Chevy","1500","1990","5.7L",,
3550,2060,"Lexus","2005","LS430","4.3 DOHC",,
3551,2034,"Chrysler","Voyager","2000",,,
3552,534,"Ford","Ranger","1998",,,
3553,991,"Jeep","Liberty","2002","3.7 SOHC",,
3554,2076,"Nissan","Maxima","1996",,,
3555,1816,"Jeep l","Liberty","2004",,,
3556,2004,"Chevy","Blazer","1999","4.3",,
3557,887,"Dodge","Durango","2000","Black",,
3558,1775,"Chevy","Trailblazer","2003",,,
3559,216,"Ford","Escort","1999",,,
3560,2077,"Chrysler","PT Cruiser","2002",,,
3561,2078,"Dodge","Caravan","1998",,,
3562,2079,"Honda","Accord","1994",,,
3563,2064,"GMC","Sierra",,,,
3564,220,"Dodge","Neon","2002",,,
3565,2080,"Ford","Areostar","1996",,,
3566,1963,"Dodge","Intrepid","2000",,,
3567,4752,".",".",".",".",".",
3568,617,"Ford","Thunderbird","1980","5.0L",,
3569,38,"Chevy","Silverado","2004","4.3L",,
3570,2082,"Dodge","Durango","2001",,,
3571,1327,"Cadillac","Deville","1997",,,
3572,2084,"Chrysler","Sebring","1999","2.5",,
3573,2057,"Ford","Escort","1995",,,
3574,2085,"Chevy","Impala","2004",,,
3575,476,"Toyota","Camry","1998","2.2 DOHC",,
3576,557,"Mercury","Marquis","1995 Lic 10345",,,
3577,471,"Ford","Windstar","2001",,,
3578,2086,"Chevy","Cavalier","1995",,,
3579,831,"GMC","Denali","1999",,,
3580,2087,"Saturn","SLI","2001",,,
3581,2088,"Infinity","QX4","2001",,,
3582,515,"Cadillac","Deville","2000",,,
3583,1555,"GMC","Safari","1996","4.3",,
3584,2089,"Chevy","Cavalier","2001","2.2 OHV",,
3585,358,"Chevy","2500","2000","5.7",,
3586,2091,"Pontiac","Bonneville","1998",,,
3587,2092,,"LaSabre","1999",,,
3588,518,"Ford","Expedition","2000",,,
3589,386,"Chevy","Tahoe","2002",,,
3590,664,"Chrysler","Sebring","2002","2.7",,
3591,865,"Chevy","Impala","2005","3.4",,
3592,2093,"Ford","Crown Victoria","1997",,,
3593,2094,"Toyota","Camry","1999","2.2",,
3594,2095,"Dodge","Caravan","2002","3.3L",,
3595,1077,"GMC","1500`","1994","5.7L",,
3596,2096,"Ford","Windstar","2003",,,
3597,915,"Ford","Explorer","2006",,,
3598,2097,"Buick","LaSabre","1997","3.8",,
3599,2089,,"Colorado","2006",,,
3602,2099,"Oldsmobile","Achieva","1997","2.0","FWD",
3603,757,"Chevy","Monte Carlo","2001",,"Fwd",
3604,2102,"Ford","Escort Wagon","1997",,,
3605,2103,"Ford","Taurus","1998",,,
3606,1867,"Pontiac","Grand Am","2002","3.4",,
3607,2104,"Chevy
G
GMC","G10 Van","1995","5.0",,
3608,120,"Dodge","Dakota","2002",,,
3609,53,"Chrysler","300","2005",,,
3610,1861,"Honda","Civic","2002",,,
3611,220,"Chevy","Impala","2007",,,
3612,731,"Dodge","Charger","2006","5.7",,
3613,2105,"Honda","Civic","1995",,,
3614,2106,"Mercury","Mountaineer","2001",,,
3615,2107,"BMW","750 I","2000","5.4 sohc",,
3616,2108,"Ford","Windstar","1999",,,
3617,2109,"Ford","Contour","1999",,,
3618,1634,"Nissan","Altima","1997",,,
3619,2110,"Nissan","Maxima","2005","3.5",,
3620,1677,"Chevy","Trailblazer","2004",,,
3621,2111,"Ford","Ranger","2003",,,
3622,2112,"Ford","Contour","1999",,,
3623,2113,"Jeep","Grand Cherokee","2000 4.7",,,
3624,2011,"Mercury","Marquis","1996",,,
3625,2115,"Ford","Ranger","2004",,,
3626,2116,"Mercury","Villager","1995",,,
3627,871,"Dodge","Ram 1500","2005","5.7",,
3628,2117,"Ford","Ranger","1997",,,
